Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
199;21100874338;"Journal of Public and Nonprofit Affairs";journal;"23813717";0,311;Q2;5;20;48;1064;37;40;0,84;53,20;United States;Northern America;"";"2015-2019";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2); Organizational Behavior and Human Resource Management (Q3); Public Administration (Q3)"
200;4700152455;"International Journal of Process Management and Benchmarking";journal;"14606739, 1741816X";0,308;Q2;13;25;79;1137;75;79;0,78;45,48;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2009, 2013-2020";"Business and International Management (Q2); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
201;19700173246;"Academia Revista Latinoamericana de Administracion";journal;"10128255, 20565127";0,305;Q2;11;38;99;2639;132;93;1,09;69,45;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Education (Q3); Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3); Public Administration (Q3); Strategy and Management (Q3)"
202;21100943520;"Rutgers Business Review";journal;"24742376, 24746509";0,304;Q2;3;12;58;325;22;58;0,35;27,08;United States;Northern America;"Rutgers Business School";"2016-2019";"Business and International Management (Q2); Strategy and Management (Q3)"
203;21100836589;"International Journal of Business Environment";journal;"17400589, 17400597";0,302;Q2;5;10;29;693;38;29;1,31;69,30;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2017-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
204;17600155208;"Journal of South Asian Development";journal;"09731741, 09731733";0,302;Q2;12;13;42;786;33;40;0,67;60,46;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2006-2007, 2009-2020";"History (Q1); Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Development (Q3)"
205;17700155302;"International Journal of Business Excellence";journal;"17560055, 17560047";0,300;Q2;16;81;217;5510;243;217;1,16;68,02;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2020";"Business and International Management (Q2); Strategy and Management (Q3)"
206;7100153137;"Transformations in Business and Economics";journal;"16484460";0,300;Q2;18;94;272;4203;320;259;1,51;44,71;Lithuania;Eastern Europe;"Vilnius University Press";"2006-2019";"Business and International Management (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3); Marketing (Q3)"
207;100906;"Museum Management and Curatorship";journal;"18729185, 09647775";0,298;Q2;30;50;112;2123;86;86;1,00;42,46;United Kingdom;Western Europe;"Routledge";"1990-2001, 2005-2020";"Visual Arts and Performing Arts (Q1); Business and International Management (Q2); Tourism, Leisure and Hospitality Management (Q3)"
208;21100291858;"Advances in Accounting Education: Teaching and Curriculum Innovations";book series;"10854622";0,297;Q2;7;20;26;539;18;25;0,50;26,95;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2017, 2019";"Business and International Management (Q2); Education (Q3)"
209;21100855822;"Cogent Business and Management";journal;"23311975";0,295;Q2;11;139;308;8070;433;300;1,22;58,06;United Kingdom;Western Europe;"Cogent OA";"2014-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Accounting (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
210;21100385808;"Journal of Asia Business Studies";journal;"15592243, 15587894";0,294;Q3;13;43;81;3708;124;79;1,36;86,23;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Strategy and Management (Q3)"
211;21100262412;"Journal of Research in Marketing and Entrepreneurship";journal;"14715201";0,294;Q3;19;13;35;1044;53;34;1,50;80,31;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2007, 2009-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3)"
212;21100446515;"Sport, Business and Management: An International Journal";journal;"20426798, 2042678X";0,293;Q3;14;16;85;1063;112;81;1,14;66,44;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2020";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
213;19200157025;"Engineering Economics";journal;"13922785";0,292;Q3;27;51;172;2737;206;172;1,14;53,67;Lithuania;Eastern Europe;"Kauno Technologijos Universitetas";"2008-2020";"Engineering (miscellaneous) (Q2); Business and International Management (Q3); Economics and Econometrics (Q3)"
214;11200153572;"International Journal of Business Innovation and Research";journal;"17510252, 17510260";0,290;Q3;19;79;297;5751;270;296;0,83;72,80;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2008-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3)"
215;21100312008;"Journal of Financial Management of Property and Construction";journal;"17598443, 13664387";0,289;Q3;19;22;62;1372;78;53;1,53;62,36;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2020";"Accounting (Q3); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)"
216;20060;"Economics of Governance";journal;"14356104, 14358131";0,286;Q3;25;17;47;646;38;45;0,74;38,00;Germany;Western Europe;"Springer Verlag";"2003-2020";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3)"
217;21100431169;"International Journal of Islamic and Middle Eastern Finance and Management";journal;"17538394, 17538408";0,286;Q3;25;48;101;2825;171;100;1,57;58,85;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q3); Finance (Q3); Strategy and Management (Q3)"
218;19300157111;"Revista Brasileira de Gestao de Negocios";journal;"19830807, 18064892";0,285;Q3;9;32;95;1973;109;95;1,23;61,66;Brazil;Latin America;"Fundacao Escola de Comercio Alvares Penteado";"2004-2020";"Business and International Management (Q3); Industrial Relations (Q3); Strategy and Management (Q3)"
219;19700176302;"Journal of Entrepreneurship Education";journal;"15282651, 10988394";0,283;Q3;14;167;169;4951;286;169;1,62;29,65;United States;Northern America;"Allied Academies";"2009-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Education (Q3); Strategy and Management (Q3)"
220;16106;"Foresight";journal;"14659832, 14636689";0,282;Q3;27;48;114;2914;154;110;1,29;60,71;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2020";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3)"
221;17700156709;"Quality - Access to Success";journal;"15822559";0,280;Q3;20;378;784;9251;681;783;1,04;24,47;Romania;Eastern Europe;"SRAC - Societatea Romana Pentru Asigurarea Calitatii";"2009-2020";"Business and International Management (Q3); Management Information Systems (Q3); Strategy and Management (Q3)"
222;4800153108;"Research in Organizational Change and Development";book series;"08973016";0,278;Q3;15;9;30;711;24;27;0,89;79,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999, 2001, 2003-2004, 2007, 2010-2019";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)"
223;21100397309;"Journal of Chinese Economic and Foreign Trade Studies";journal;"17544416, 17544408";0,277;Q3;9;7;40;375;43;38;1,46;53,57;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2019";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)"
224;4700152236;"International Journal of Globalisation and Small Business";journal;"14793059, 14793067";0,276;Q3;16;16;43;966;45;40;1,11;60,38;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Information Systems and Management (Q3); Management Science and Operations Research (Q3)"
225;21100825851;"International Journal of Business Performance and Supply Chain Modelling";journal;"17589401, 1758941X";0,275;Q3;15;10;42;524;41;42;0,69;52,40;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2019";"Business and International Management (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
226;5600153635;"Risk Management";journal;"17434637, 14603799";0,275;Q3;13;15;38;705;49;36;1,48;47,00;United States;Northern America;"Palgrave Macmillan Ltd.";"2009-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
227;11700154320;"Journal of Developmental Entrepreneurship";journal;"1793706X, 10849467";0,273;Q3;23;31;92;1773;84;79;1,09;57,19;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2008-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
228;17800156738;"Organization Management Journal";journal;"15416518";0,273;Q3;14;27;61;1871;43;46;0,43;69,30;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005, 2009-2019";"Business and International Management (Q3); Education (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
229;21100446524;"Journal of Entrepreneurship and Public Policy";journal;"20452101, 2045211X";0,268;Q3;11;46;72;3180;73;72;0,81;69,13;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Urban Studies (Q2); Business and International Management (Q3); Strategy and Management (Q3)"
230;19700175174;"Academy of Entrepreneurship Journal";journal;"10879595, 15282686";0,267;Q3;11;108;96;4203;138;96;1,47;38,92;United States;Northern America;"Allied Academies";"2009-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
231;28972;"Journal of East-West Business";journal;"10669868, 15286959";0,266;Q3;16;17;45;1576;49;42;0,96;92,71;United States;Northern America;"Routledge";"1994-2020";"Business and International Management (Q3); Development (Q3); Geography, Planning and Development (Q3)"
232;21100890619;"Philosophy of Management";journal;"20529597, 17403812";0,266;Q3;8;29;62;1930;51;51;1,08;66,55;Switzerland;Western Europe;"Springer International Publishing AG";"2003-2005, 2007-2020";"History and Philosophy of Science (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
233;17700156749;"Intangible Capital";journal;"20143214, 16979818";0,265;Q3;13;14;123;662;132;122;0,96;47,29;Spain;Western Europe;"";"2009-2019";"Accounting (Q3); Business and International Management (Q3); Education (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
234;21100396322;"International Journal of Trade and Global Markets";journal;"1742755X, 17427541";0,264;Q3;7;28;78;1013;76;76;0,96;36,18;Switzerland;Western Europe;"Inderscience Publishers";"2014-2020";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3)"
235;21100464774;"Journal of Operational Risk";journal;"17446740, 17552710";0,264;Q3;11;16;48;572;34;48;0,48;35,75;United States;Northern America;"Incisive Media Ltd.";"2011-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)"
236;21774;"Managerial and Decision Economics";journal;"10991468, 01436570";0,264;Q3;50;90;219;4240;179;216;0,69;47,11;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
237;21100823284;"Management Research";journal;"15365433, 15580946";0,263;Q3;16;33;74;2058;55;66;0,55;62,36;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
238;17500155101;"Lecture Notes in Business Information Processing";book series;"18651348";0,260;Q3;44;893;2002;21905;1590;1731;0,94;24,53;Germany;Western Europe;"Springer Verlag";"2008-2020";"Business and International Management (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Modeling and Simulation (Q3)"
239;19700173245;"Journal of Legal, Ethical and Regulatory Issues";journal;"15440036, 15440044";0,258;Q3;10;295;214;7656;134;214;0,67;25,95;United States;Northern America;"Allied Academies";"2009-2020";"Law (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
240;12753;"International Game Theory Review";journal;"02191989, 17936675";0,257;Q3;22;28;76;590;55;74;0,81;21,07;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2003-2020";"Business and International Management (Q3); Computer Science (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)"
241;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";0,251;Q3;20;18;64;932;47;60;0,63;51,78;United States;Northern America;"Fitness Information Technology";"2008-2019";"Business and International Management (Q3); Finance (Q3); Marketing (Q3); Sports Science (Q4)"
242;21100456788;"International Journal on Food System Dynamics";journal;"18696945";0,250;Q3;6;18;87;882;82;86;1,05;49,00;Germany;Western Europe;"CENTMA Research";"2016-2019";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Environmental Science (miscellaneous) (Q3); Food Science (Q3); Geography, Planning and Development (Q3); Transportation (Q3); Management Science and Operations Research (Q4)"
243;21100858510;"International Journal of Business Analytics";journal;"23344555, 23344547";0,247;Q3;8;20;54;793;37;54;0,57;39,65;United States;Northern America;"IGI Global Publishing";"2014-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
244;19600162203;"Journal of East European Management Studies";journal;"09496181, 18620019";0,245;Q3;15;41;83;2388;61;71;0,76;58,24;Germany;Western Europe;"Taylor and Francis Ltd.";"1996-2001, 2004-2019";"Business and International Management (Q3); Industrial Relations (Q3); Management, Monitoring, Policy and Law (Q3); Strategy and Management (Q3)"
245;17700156756;"Journal of Asset Management";journal;"14708272, 1479179X";0,242;Q3;13;43;119;1285;62;113;0,62;29,88;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Business and International Management (Q3); Information Systems and Management (Q3); Strategy and Management (Q3)"
246;4400151407;"International Journal of Business Governance and Ethics";journal;"1741802X, 14779048";0,238;Q3;13;9;43;714;34;43;0,70;79,33;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
247;4000149502;"International Journal of Product Development";journal;"14779056, 17418178";0,238;Q3;25;19;43;962;35;43;0,96;50,63;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
248;17700156757;"Journal of Direct, Data and Digital Marketing Practice";journal;"17460166, 17460174";0,237;Q3;11;0;17;0;15;15;0,00;0,00;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2016";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)"
249;17700156758;"International Journal of Disclosure and Governance";journal;"17413591, 17466539";0,236;Q3;16;15;59;1008;55;58;0,84;67,20;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Accounting (Q3); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
250;21100199108;"Contemporary Economics";journal;"23008814, 20840845";0,231;Q3;13;34;98;1770;190;95;2,43;52,06;Poland;Eastern Europe;"University of Economics and Human Sciences in Warsaw";"2011-2020";"Accounting (Q3); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3); Social Sciences (miscellaneous) (Q3)"
251;19600166406;"European Business Organization Law Review";journal;"17416205, 15667529";0,231;Q3;19;39;82;2304;38;79;0,46;59,08;Netherlands;Western Europe;"Springer International Publishing AG";"2000-2020";"Law (Q2); Political Science and International Relations (Q2); Business and International Management (Q3)"
252;28854;"International Trade Journal";journal;"08853908, 15210545";0,231;Q3;18;38;83;1404;69;67;1,21;36,95;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2020";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)"
253;10600153342;"Society and Economy";journal;"1588970X, 15889726";0,228;Q3;10;14;104;671;35;96;0,25;47,93;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2019";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial Relations (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Strategy and Management (Q3)"
254;19700174978;"American Journal of Pharmacy Benefits";journal;"21642494, 19454481";0,227;Q3;13;0;65;0;39;54;0,57;0,00;United States;Northern America;"Managed Care and Healthcare Communications";"2010-2018";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Business and International Management (Q3); Decision Sciences (miscellaneous) (Q3)"
255;19470;"Information Resources Management Journal";journal;"15337979, 10401628";0,227;Q3;40;16;51;1114;45;51;0,94;69,63;United States;Northern America;"IGI Publishing";"1988-2020";"Business and International Management (Q3); Library and Information Sciences (Q3); Strategy and Management (Q3)"
256;21100855983;"Arbitration International";journal;"09570411, 18758398";0,226;Q3;17;25;103;796;16;93;0,10;31,84;United Kingdom;Western Europe;"Oxford University Press";"1996-2019";"Law (Q2); Business and International Management (Q3)"
257;17700156014;"Travail, Genre et Societes";journal;"12946303";0,224;Q3;14;29;116;696;30;111;0,26;24,00;France;Western Europe;"Editions La Decouverte";"2001-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Gender Studies (Q3); Organizational Behavior and Human Resource Management (Q3); Sociology and Political Science (Q3)"
258;21100904322;"Research Journal of Textile and Apparel";journal;"15606074, 25158090";0,221;Q3;15;23;64;932;55;63;0,83;40,52;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1997-2020";"Business and International Management (Q3); Industrial and Manufacturing Engineering (Q3); Management of Technology and Innovation (Q3); Materials Science (miscellaneous) (Q3)"
259;4400151610;"Advances in Mergers and Acquisitions";book series;"1479361X";0,220;Q3;20;10;29;560;17;18;1,20;56,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2003-2004, 2006-2010, 2012-2019";"Business and International Management (Q3)"
260;22290;"Business & professional ethics journal";journal;"21537828, 02772027";0,220;Q3;2;15;10;672;4;10;0,40;44,80;United States;Northern America;"Philosophy Documentation Center";"1979, 1985, 1990-1993, 1996, 1998-1999, 2001, 2018-2020";"Philosophy (Q2); Business and International Management (Q3); Economics and Econometrics (Q3)"
261;5700161163;"Organizacija";journal;"13185454";0,220;Q3;5;16;70;1006;84;68;1,33;62,88;Slovenia;Eastern Europe;"Fakulteta za Organizacijske Vede, Univerza v Mariboru";"2016-2019";"Business and International Management (Q3); Management Information Systems (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
262;17198;"Vlakna a Textil";journal;"13350617";0,220;Q3;7;36;157;453;32;157;0,18;12,58;Slovakia;Eastern Europe;"Slovak University of Technology";"1994-2019";"Business and International Management (Q3); Chemical Engineering (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Polymers and Plastics (Q3)"
263;21100855999;"Journal of Eastern European and Central Asian Research";journal;"23288280, 23288272";0,219;Q3;3;27;52;962;17;49;0,42;35,63;United States;Northern America;"Institute of Eastern Europe and Central Asia";"2014-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
264;21100223144;"Proceedings of the European Conference on e-Government, ECEG";conference and proceedings;"20491034";0,219;-;11;32;129;975;45;79;0,45;30,47;United Kingdom;Western Europe;"";"20491034";"Business and International Management; Computer Networks and Communications; E-learning; Management of Technology and Innovation"
265;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q3;13;35;148;1500;110;136;0,61;42,86;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
266;5400152653;"World Review of Entrepreneurship, Management and Sustainable Development";journal;"17460581, 17460573";0,218;Q3;14;40;112;2622;76;109;0,69;65,55;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2007-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Renewable Energy, Sustainability and the Environment (Q4)"
267;4700152413;"International Journal of Entrepreneurship and Innovation Management";journal;"17415098, 1368275X";0,217;Q3;22;32;88;2192;83;85;1,13;68,50;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2002, 2006-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
268;11200153556;"Espacios (discontinued)";journal;"07981015";0,215;Q3;16;952;4598;24816;1314;4598;0,34;26,07;Venezuela;Latin America;"";"2007-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q4)"
269;17700155712;"Revue Francaise de Gestion";journal;"03384551";0,215;Q3;17;36;224;1249;53;214;0,20;34,69;France;Western Europe;"Lavoisier";"2002-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
270;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";0,212;Q3;21;23;57;1315;38;57;0,67;57,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Sports Science (Q4)"
271;16400154779;"Journal for Global Business Advancement";journal;"17469678, 1746966X";0,212;Q3;9;28;96;2137;72;91;0,72;76,32;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2019";"Business and International Management (Q3)"
272;21100865028;"Business Perspectives and Research";journal;"22785337, 23949937";0,211;Q3;7;17;48;796;44;40;1,12;46,82;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
273;21100871796;"Central European Business Review";journal;"18054854, 18054862";0,209;Q3;3;21;35;854;24;35;0,69;40,67;Czech Republic;Eastern Europe;"Faculty of Business Administration, University of Economics";"2017-2019";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
274;4700152225;"Gestao e Producao";journal;"0104530X";0,209;Q3;16;70;195;3046;112;185;0,50;43,51;Brazil;Latin America;"Brazilian Institute for Information in Science and Technology";"2006-2020";"Business and International Management (Q3); Industrial and Manufacturing Engineering (Q3)"
275;21100904410;"South Asian Journal of Business Studies";journal;"2398628X, 23986298";0,208;Q3;5;32;40;2659;57;36;1,58;83,09;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2020";"Cultural Studies (Q2); Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Marketing (Q3); Strategy and Management (Q3)"
276;5700156119;"Global Business and Finance Review";journal;"23841648, 10886931";0,207;Q3;5;26;80;1169;54;80;0,67;44,96;South Korea;Asiatic Region;"People and Global Business Association";"2014-2019";"Business and International Management (Q3); Finance (Q3)"
277;21100448929;"Nankai Business Review International";journal;"20408757, 20408749";0,206;Q3;11;38;77;2054;72;77;0,53;54,05;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
278;18300156715;"International Journal of Business Science and Applied Management";journal;"17530296";0,202;Q3;13;1;18;62;14;17;0,78;62,00;United Kingdom;Western Europe;"Brunel University";"2009-2019";"Business and International Management (Q3); Strategy and Management (Q3); Organizational Behavior and Human Resource Management (Q4)"
279;19500157309;"Zbornik Radova Ekonomskog Fakultet au Rijeci";journal;"18467520, 13318004";0,202;Q3;10;33;78;1642;60;77;0,63;49,76;Croatia;Eastern Europe;"Sveucilicte u Rijeci, Economiski Fakultet";"2008-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q4)"
280;19700170105;"Problems and Perspectives in Management";journal;"17277051, 18105467";0,200;Q3;17;148;476;6091;334;476;0,87;41,16;Ukraine;Eastern Europe;"Business Perspectives";"2003-2020";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Information Systems and Management (Q3); Law (Q3); Sociology and Political Science (Q3); Strategy and Management (Q3); Public Administration (Q4)"
281;21100863634;"Indian Journal of Corporate Governance";journal;"09746862, 24542482";0,199;Q3;5;12;34;439;23;29;0,74;36,58;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Strategy and Management (Q3)"
282;19700171003;"China: An International Journal";journal;"02197472";0,196;Q3;13;42;123;941;48;116;0,35;22,40;Singapore;Asiatic Region;"National University of Singapore";"2008-2020";"Business and International Management (Q3); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4)"
283;19600162006;"International Journal of Business and Society";journal;"15116670";0,196;Q3;13;91;243;4073;187;243;0,70;44,76;Malaysia;Asiatic Region;"Universiti Malaysia Sarawak";"2009-2020";"Business and International Management (Q3); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)"
284;20500195017;"Industrielle Beziehungen";journal;"18620035, 09432779";0,195;Q3;10;7;76;261;30;72;0,21;37,29;Germany;Western Europe;"Rainer Hampp Verlag";"2008-2020";"Business and International Management (Q3); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q4)"
285;21100785007;"AltMM 2016 - Proceedings of the 1st International Workshop on Multimedia Alternate Realities, co-located with ACM Multimedia 2016";conference and proceedings;"-";0,194;-;2;0;9;0;15;7;0,00;0,00;United States;Northern America;"";"";"Artificial Intelligence; Business and International Management; Software; Strategy and Management"
286;21100843485;"Economics and Business Letters";journal;"22544380";0,194;Q3;2;22;40;484;12;39;0,31;22,00;Spain;Western Europe;"Universidad de Oviedo";"2017-2020";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)"
287;21100211369;"Electronic Journal on Business Research Methods";journal;"14777029";0,193;Q3;20;21;41;823;31;38;0,78;39,19;United Kingdom;Western Europe;"Academic Publishing Limited";"2002-2003, 2005-2019";"Business and International Management (Q3); Strategy and Management (Q4)"
288;19700175083;"International Journal of Entrepreneurship";journal;"19394675, 10999264";0,193;Q3;11;0;80;0;78;80;0,99;0,00;United States;Northern America;"Allied Academies";"2009-2018";"Business and International Management (Q3); Economics and Econometrics (Q4); Strategy and Management (Q4)"
289;19700177546;"Industria";journal;"19738137, 00197416";0,191;Q3;7;15;87;913;29;87;0,30;60,87;Italy;Western Europe;"Societa Editrice Il Mulino";"2010-2019";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q4)"
290;21100841770;"Global Journal of Emerging Market Economies";journal;"09749101, 09752730";0,190;Q3;8;17;33;579;15;28;0,69;34,06;United States;Northern America;"SAGE Publications Inc.";"2009-2020";"Business and International Management (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Global and Planetary Change (Q4)"
291;4700153105;"International Journal of Management Practice";journal;"17418143, 14779064";0,190;Q3;11;26;65;1617;29;65;0,39;62,19;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Strategy and Management (Q4)"
