Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
100;21100778661;"European Journal of Management and Business Economics";journal;"24448451";0,639;Q1;11;18;58;1478;172;56;3,27;82,11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business and International Management (Q1); Finance (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2); Tourism, Leisure and Hospitality Management (Q2)"
101;21100830431;"Service Science";journal;"21643970, 21643962";0,619;Q1;12;8;91;319;196;85;2,05;39,88;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"2015-2019";"Business and International Management (Q1); Management Science and Operations Research (Q2); Marketing (Q2); Modeling and Simulation (Q2)"
102;28802;"Electricity Journal";journal;"10406190";0,616;Q1;43;102;296;2267;472;250;1,44;22,23;Netherlands;Western Europe;"Elsevier Inc.";"1988-2020";"Business and International Management (Q1); Law (Q1); Energy (miscellaneous) (Q2); Management of Technology and Innovation (Q2)"
103;21100886412;"Economics, Management, and Financial Markets";journal;"1938212X, 18423191";0,606;Q1;6;20;20;440;107;20;5,35;22,00;United States;Northern America;"Addleton Academic Publishers";"2018-2019";"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q2)"
104;21100446999;"Journal of Global Mobility";journal;"20498802, 20498799";0,601;Q1;16;25;68;1762;158;59;2,38;70,48;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2020";"Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q2)"
105;20195;"Business History";journal;"17437938, 00076791";0,600;Q2;33;123;208;8490;244;157;1,44;69,02;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1958-2020";"Business, Management and Accounting (miscellaneous) (Q1); History (Q1); Business and International Management (Q2)"
106;130068;"European Business Review";journal;"0955534X";0,599;Q2;39;49;109;4207;273;106;1,92;85,86;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1970, 1989-2020";"Business, Management and Accounting (miscellaneous) (Q1); Business and International Management (Q2)"
107;21100801726;"Review of International Business and Strategy";journal;"20596014";0,599;Q2;25;22;74;1590;208;74;3,04;72,27;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
108;21100242603;"Journal of Place Management and Development";journal;"17538343, 17538335";0,598;Q2;25;42;92;2696;204;80;2,45;64,19;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Geography, Planning and Development (Q1); Urban Studies (Q1); Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2); Tourism, Leisure and Hospitality Management (Q2)"
109;21100821602;"Business and Professional Communication Quarterly";journal;"23294922, 23294906";0,589;Q2;33;27;87;975;109;72;1,04;36,11;United States;Northern America;"SAGE Publications Inc.";"2014-2020";"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Arts and Humanities (miscellaneous) (Q2); Business and International Management (Q2)"
110;17700156774;"European Management Review";journal;"17404762, 17404754";0,586;Q2;29;102;92;8649;197;78;2,19;84,79;United States;Northern America;"Wiley-Blackwell";"2009-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
111;17600155015;"Journal of Entrepreneurship";journal;"09730745, 09713557";0,574;Q2;15;12;33;738;80;33;2,18;61,50;United States;Northern America;"Sage Publications India Pvt. Ltd";"1996-1999, 2009-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Strategy and Management (Q2)"
112;18676;"Technology in Society";journal;"0160791X";0,566;Q2;47;105;177;7063;529;175;3,08;67,27;Netherlands;Western Europe;"Elsevier Ltd.";"1979-2020";"Business and International Management (Q2); Education (Q2); Human Factors and Ergonomics (Q2); Sociology and Political Science (Q2)"
113;20636;"Journal of Management and Governance";journal;"1572963X, 13853457";0,555;Q2;47;67;117;4998;241;107;1,39;74,60;Netherlands;Western Europe;"Springer New York";"1997-2020";"Business and International Management (Q2)"
114;20793;"Benchmarking";journal;"14635771";0,553;Q2;57;189;393;17552;1250;389;3,22;92,87;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
115;26602;"Evaluation and Program Planning";journal;"01497189, 18737870";0,553;Q2;58;113;349;5204;665;337;1,94;46,05;United Kingdom;Western Europe;"Elsevier Ltd.";"1978-2020";"Business and International Management (Q2); Geography, Planning and Development (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2); Strategy and Management (Q2)"
116;21100235632;"Asian Journal of Shipping and Logistics";journal;"20925212";0,544;Q2;16;34;102;1369;244;100;2,21;40,26;Netherlands;Western Europe;"Elsevier BV";"2009-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Transportation (Q2)"
117;21100829274;"Journal of International Studies";journal;"20718330, 23063483";0,541;Q2;15;88;238;3799;545;237;2,42;43,17;Poland;Eastern Europe;"Centre of Sociological Research";"2009-2019";"Business and International Management (Q2); Economics and Econometrics (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
118;20176;"Business Economics";journal;"0007666X, 1554432X";0,535;Q2;12;32;97;389;59;84;0,58;12,16;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987, 1997, 2006-2020";"Business and International Management (Q2); Economics and Econometrics (Q2)"
119;21100247045;"Journal of Co-operative Organization and Management";journal;"2213297X";0,534;Q2;11;12;37;762;56;34;1,35;63,50;Netherlands;Western Europe;"Elsevier BV";"2013-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
120;21100218042;"Journal of Media Business Studies";journal;"16522354";0,531;Q2;17;26;52;1652;66;43;1,39;63,54;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2020";"Business and International Management (Q2); Communication (Q2); Strategy and Management (Q2)"
121;19700201531;"Journal of Social Entrepreneurship";journal;"19420684, 19420676";0,521;Q2;23;45;52;3130;132;49;2,66;69,56;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Business and International Management (Q2); Development (Q2); Economics and Econometrics (Q2)"
122;19900191973;"Tourism Planning and Development";journal;"21568324, 21568316";0,521;Q2;27;58;105;3816;204;102;1,85;65,79;United Kingdom;Western Europe;"Routledge";"2011-2020";"Business and International Management (Q2); Development (Q2); Tourism, Leisure and Hospitality Management (Q2)"
123;21100395911;"Asia Pacific Journal of Marketing and Logistics";journal;"13555855, 17584248";0,508;Q2;42;153;193;12650;691;184;3,79;82,68;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1993-2020";"Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2)"
124;21100299408;"Supply Chain Forum";journal;"16246039, 16258312";0,506;Q2;10;25;77;1659;128;68;1,79;66,36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2)"
125;19200156950;"Journal of Enterprising Communities";journal;"17506204";0,505;Q2;22;47;90;3623;208;87;2,59;77,09;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Strategy and Management (Q2)"
126;11700154614;"Journal of Management and Organization";journal;"18393527, 18333672";0,505;Q2;30;129;192;9456;352;128;2,79;73,30;United Kingdom;Western Europe;"Cambridge University Press";"1995-2020";"Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2)"
127;24342;"Journal of Business Economics";journal;"00442372";0,502;Q2;17;57;123;4136;260;108;2,43;72,56;Germany;Western Europe;"Springer International Publishing AG";"1973-1979, 2013-2020";"Business and International Management (Q2); Economics and Econometrics (Q2)"
128;19700187506;"International Journal of Shipping and Transport Logistics";journal;"17566517, 17566525";0,495;Q2;20;26;99;1223;120;95;1,20;47,04;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2010-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Transportation (Q2); Management Science and Operations Research (Q3)"
129;16400154777;"Asia Pacific Management Review";journal;"10293132";0,491;Q2;15;42;87;1987;228;83;2,81;47,31;Taiwan;Asiatic Region;"National Cheng Kung University";"2008-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
130;11700154321;"International Journal of Innovation Management";journal;"13639196";0,491;Q2;39;137;258;9250;509;248;2,08;67,52;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2008-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
131;21100828753;"Journal of Business Cycle Research";journal;"25097970, 25097962";0,490;Q2;3;7;29;256;24;28;0,68;36,57;Switzerland;Western Europe;"Springer International Publishing AG";"2016-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Finance (Q2); Statistics, Probability and Uncertainty (Q3)"
132;5700153460;"Publishing Research Quarterly";journal;"19364792, 10538801";0,487;Q2;14;48;120;1216;104;117;0,80;25,33;United States;Northern America;"Springer US";"1991-2020";"Media Technology (Q1); Business and International Management (Q2); Communication (Q2); Computer Science Applications (Q2); Management of Technology and Innovation (Q2); Marketing (Q2)"
133;21100446531;"Journal of Entrepreneurship in Emerging Economies";journal;"20534604, 20534612";0,483;Q2;13;43;59;3834;156;57;2,59;89,16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2)"
134;4700151710;"International Journal of Public Administration";journal;"15324265, 01900692";0,480;Q2;41;181;335;10714;482;325;1,28;59,19;United States;Northern America;"Taylor and Francis Ltd.";"1979-2020";"Business and International Management (Q2); Public Administration (Q2)"
135;145680;"Business Information Review";journal;"02663821";0,477;Q2;14;21;85;504;83;60;1,75;24,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"1984-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
136;20607;"Journal of Food Products Marketing";journal;"15404102, 10454446";0,477;Q2;22;45;161;2587;319;161;1,94;57,49;United States;Northern America;"Routledge";"1992-2020";"Business and International Management (Q2); Food Science (Q2); Marketing (Q2)"
137;21100242611;"International Journal of Gender and Entrepreneurship";journal;"17566274, 17566266";0,476;Q2;25;24;59;1777;122;58;1,79;74,04;United Kingdom;Western Europe;"Emarald Group Publishing Ltd";"2009-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Gender Studies (Q2)"
138;12100154706;"Baltic Journal of Management";journal;"17465265";0,470;Q2;25;46;83;3119;208;81;2,67;67,80;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
139;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";0,462;Q2;34;68;129;4817;329;127;2,43;70,84;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2020";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)"
140;22336;"Harvard Business Review";journal;"00178012";0,461;Q2;170;89;383;0;672;60;11,87;0,00;United States;Northern America;"Harvard Business School Publishing";"1974, 1978-1987, 1989-2019";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2); Medicine (miscellaneous) (Q2); Strategy and Management (Q2)"
141;91636;"International Food and Agribusiness Management Review";journal;"10967508, 15592448";0,459;Q2;33;50;164;2220;236;157;1,38;44,40;United States;Northern America;"International Food and Agribusiness Management Association";"1998-2019";"Business and International Management (Q2); Food Science (Q2)"
142;20750;"European Journal of Law and Economics";journal;"09291261, 15729990";0,458;Q2;28;40;136;1883;121;129;0,82;47,08;Netherlands;Western Europe;"Springer Netherlands";"1994-2020";"Law (Q1); Business and International Management (Q2); Economics and Econometrics (Q2)"
143;11700154305;"Management and Organizational History";journal;"17449359, 17449367";0,458;Q2;21;23;65;1601;80;55;0,63;69,61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2019";"History (Q1); Business and International Management (Q2); Strategy and Management (Q2)"
144;17600155227;"Asian Business and Management";journal;"14724782, 14769328";0,457;Q2;18;49;48;4058;137;46;3,20;82,82;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2020";"Business and International Management (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
145;21100206265;"International Journal of Arts Management";journal;"14808986";0,456;Q2;11;26;57;1297;61;50;1,20;49,88;Canada;Northern America;"Ecole des Hautes Etudes Commerciales";"2011-2020";"Visual Arts and Performing Arts (Q1); Business and International Management (Q2)"
146;21100286465;"International Journal of Entrepreneurship and Innovation";journal;"20436882, 14657503";0,453;Q2;14;34;79;2318;137;74;1,75;68,18;United Kingdom;Western Europe;"SAGE Publications Inc.";"2013-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2)"
147;40720;"Journal of International Food and Agribusiness Marketing";journal;"08974438, 15286983";0,452;Q2;20;37;71;2080;143;68;1,77;56,22;United States;Northern America;"Routledge";"1989-2020";"Business and International Management (Q2); Food Science (Q2); Marketing (Q2)"
148;21100835738;"Industry and Higher Education";journal;"20436858, 09504222";0,450;Q2;21;49;119;2637;169;111;1,29;53,82;United States;Northern America;"SAGE Publications Inc.";"1996-2020";"Business and International Management (Q2); Education (Q2)"
149;17600154910;"Global Business Review";journal;"09730664, 09721509";0,445;Q2;20;218;407;11333;613;338;1,56;51,99;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2000-2004, 2006-2020";"Business and International Management (Q2)"
150;4400151503;"Federal Reserve Bank of St. Louis Review";journal;"00149187";0,437;Q2;34;16;58;367;57;58;1,12;22,94;United States;Northern America;"Federal Reserve Bank of St.Louis";"2005-2020";"Business and International Management (Q2)"
151;22819;"International Journal of Market Research";journal;"14707853";0,427;Q2;50;57;147;1713;152;98;1,55;30,05;United Kingdom;Western Europe;"Market Research Society";"1996-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Marketing (Q2)"
152;5700162947;"Global Economic Review";journal;"1226508X";0,424;Q2;17;24;70;966;52;66;0,62;40,25;United Kingdom;Western Europe;"Routledge";"1996-2020";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2)"
153;145294;"Critical Perspectives on International Business";journal;"17422043";0,420;Q2;25;43;64;3599;126;61;1,80;83,70;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
154;5700162015;"Public Integrity";journal;"15580989, 10999922";0,420;Q2;18;60;122;2531;118;92;1,20;42,18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2020";"Philosophy (Q1); Business and International Management (Q2); Law (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
155;17700156775;"Corporate Reputation Review";journal;"13633589, 14791889";0,415;Q2;57;33;61;2520;81;57;1,20;76,36;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1997-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
156;21100806906;"Uncertain Supply Chain Management";journal;"22916822, 22916830";0,415;Q2;12;56;83;2744;234;83;2,31;49,00;Canada;Northern America;"Growing Science";"2013-2020";"Business and International Management (Q2); Management Information Systems (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3); Statistics, Probability and Uncertainty (Q3)"
157;19900191743;"Qualitative Research in Accounting and Management";journal;"11766093";0,413;Q2;24;27;66;1831;97;64;1,14;67,81;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2020";"Accounting (Q2); Business and International Management (Q2)"
158;3900148213;"International Journal of Entrepreneurship and Small Business";journal;"14761297, 17418054";0,407;Q2;29;78;265;4997;324;260;1,08;64,06;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2004-2020";"Business and International Management (Q2); Economics and Econometrics (Q3)"
159;4700152637;"Journal of Economic Interaction and Coordination";journal;"1860711X, 18607128";0,407;Q2;19;50;64;2154;111;61;1,89;43,08;Germany;Western Europe;"Springer Verlag";"2006-2020";"Business and International Management (Q2); Economics and Econometrics (Q3)"
160;21100907367;"Water Economics and Policy";journal;"2382624X, 23826258";0,404;Q2;8;33;88;1313;106;83;1,66;39,79;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2015-2020";"Business and International Management (Q2); Water Science and Technology (Q2); Economics and Econometrics (Q3); Management, Monitoring, Policy and Law (Q3)"
161;19700175176;"Academy of Strategic Management Journal";journal;"15441458, 19396104";0,402;Q2;16;174;342;4701;470;341;1,86;27,02;United States;Northern America;"Allied Business Academies";"2009-2019";"Business and International Management (Q2); Strategy and Management (Q2)"
162;21100857389;"Entrepreneurial Business and Economics Review";journal;"2353883X, 23538821";0,401;Q2;8;52;147;2857;213;136;1,48;54,94;Poland;Eastern Europe;"Cracow University of Economics";"2015-2019";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Strategy and Management (Q2)"
163;21100326278;"Polish Journal of Management Studies";journal;"20817452";0,400;Q2;17;159;287;5116;835;287;3,19;32,18;Poland;Eastern Europe;"Czestochowa University of Technology";"2010-2019";"Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
164;19900193251;"Journal of International Accounting Research";journal;"15588025, 15426297";0,397;Q2;18;18;74;903;74;64;0,83;50,17;United States;Northern America;"American Accounting Association";"2007, 2009-2019";"Accounting (Q2); Business and International Management (Q2)"
165;21100853248;"Journal of Strategy and Management";journal;"1755425X, 17554268";0,391;Q2;17;39;78;3221;139;78;1,43;82,59;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
166;5600152813;"Business and Society Review";journal;"00453609, 14678594";0,387;Q2;19;26;68;1588;78;67;1,09;61,08;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2020";"Business and International Management (Q2); Industrial Relations (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
167;21100885607;"Journal of World Investment and Trade";journal;"16607112, 22119000";0,375;Q2;15;174;86;4255;27;80;0,21;24,45;Netherlands;Western Europe;"Brill Academic Publishers";"2000-2001, 2003-2020";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2); Political Science and International Relations (Q2)"
168;21100464724;"Proceedings - 2nd International Workshop on Software Engineering for Smart Cyber-Physical Systems, SEsCPS 2016";conference and proceedings;"-";0,375;-;4;0;11;0;17;9;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Computer Science Applications; Information Systems; Management Information Systems; Software"
169;4000149501;"International Journal of Product Lifecycle Management";journal;"17435110, 17435129";0,374;Q2;20;4;53;179;47;51;0,82;44,75;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q2); Safety, Risk, Reliability and Quality (Q2); Management Science and Operations Research (Q3)"
170;17700156766;"Journal of Revenue and Pricing Management";journal;"14766930, 1477657X";0,373;Q2;21;55;147;1813;131;134;0,82;32,96;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Business and International Management (Q2); Finance (Q2); Strategy and Management (Q2); Economics and Econometrics (Q3)"
171;21100198209;"International Journal of Entrepreneurial Venturing";journal;"17425379, 17425360";0,372;Q2;14;24;70;2024;84;69;1,35;84,33;Switzerland;Western Europe;"Inderscience Publishers";"2009, 2011-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
172;5800157981;"International Studies of Management and Organization";journal;"00208825, 15580911";0,372;Q2;19;27;73;1429;110;66;1,69;52,93;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
173;11800154591;"Journal of Economic Policy Reform";journal;"17487889, 17487870";0,372;Q2;20;49;69;2326;98;59;1,33;47,47;United Kingdom;Western Europe;"Routledge";"2007-2020";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2)"
174;21100448564;"Journal of Islamic Accounting and Business Research";journal;"17590817, 17590825";0,372;Q2;16;42;86;2396;145;84;1,50;57,05;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2020";"Business and International Management (Q2); Strategy and Management (Q2); Accounting (Q3)"
175;21100464627;"Entrepreneurship Research Journal";journal;"21575665, 21946175";0,371;Q2;11;27;52;2454;95;50;1,92;90,89;Germany;Western Europe;"de Gruyter";"2015-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
176;21100314708;"International Journal of Business and Systems Research";journal;"17512018, 1751200X";0,369;Q2;14;25;68;1075;54;66;0,74;43,00;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2020";"Business and International Management (Q2); Management Information Systems (Q2); Strategy and Management (Q3)"
177;19900191863;"Accounting in Europe";journal;"17449499, 17449480";0,368;Q2;18;12;66;815;69;64;0,85;67,92;United Kingdom;Western Europe;"Routledge";"2006, 2010-2020";"Business and International Management (Q2); Finance (Q2); Accounting (Q3)"
178;22925;"Journal of Global Marketing";journal;"08911762, 15286975";0,368;Q2;31;35;84;2603;121;66;1,71;74,37;United States;Northern America;"Routledge";"1987-2020";"Business and International Management (Q2); Marketing (Q3)"
179;21100304262;"International Journal of Emerging Markets";journal;"17468809, 17468817";0,367;Q2;26;111;176;8608;362;175;1,70;77,55;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
180;18803;"Asia Pacific Business Review";journal;"1743792X, 13602381";0,363;Q2;33;45;125;3044;169;109;1,49;67,64;United Kingdom;Western Europe;"Routledge";"1994-2020";"Business and International Management (Q2)"
181;21100775412;"Foresight and STI Governance";journal;"23129972";0,359;Q2;13;30;84;1448;158;83;1,50;48,27;Russian Federation;Eastern Europe;"National Research University, Higher School of Economics";"2015-2019";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Statistics, Probability and Uncertainty (Q3); Strategy and Management (Q3)"
182;21100457058;"Management and Production Engineering Review";journal;"20821344, 20808208";0,358;Q2;12;47;125;1731;232;125;1,54;36,83;Poland;Eastern Europe;"Polish Academy of Sciences, Production Engineering Committee";"2012-2013, 2015-2019";"Business and International Management (Q2); Industrial and Manufacturing Engineering (Q2); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3)"
183;12900154727;"Journal of Industrial and Management Optimization";journal;"15475816, 1553166X";0,355;Q2;29;82;388;2657;403;388;0,96;32,40;United States;Northern America;"American Institute of Mathematical Sciences";"2007-2019";"Business and International Management (Q2); Applied Mathematics (Q3); Control and Optimization (Q3); Strategy and Management (Q3)"
184;17100154706;"International Journal of Revenue Management";journal;"14747332, 17418186";0,354;Q2;11;7;33;312;24;32;0,44;44,57;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2008-2019";"Business and International Management (Q2); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
185;19200157038;"International Journal of Sports Marketing and Sponsorship";journal;"14646668";0,353;Q2;20;50;75;3616;122;74;1,41;72,32;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2019";"Business and International Management (Q2); Finance (Q3); Marketing (Q3); Sports Science (Q4)"
186;16300154746;"International Journal of Cross Cultural Management";journal;"14705958, 17412838";0,350;Q2;45;19;63;1547;69;57;1,08;81,42;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2020";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q3)"
187;5200152620;"Event Management";journal;"15259951";0,344;Q2;29;65;173;4053;186;169;0,97;62,35;United States;Northern America;"Cognizant Communication Corporation";"2006-2020";"Business and International Management (Q2); Marketing (Q3); Tourism, Leisure and Hospitality Management (Q3)"
188;21100870402;"Journal of Small Business and Entrepreneurship";journal;"08276331, 21692610";0,342;Q2;24;52;78;3953;121;71;1,43;76,02;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-1998, 2000-2014, 2016-2020";"Business and International Management (Q2); Strategy and Management (Q3)"
189;21100836334;"Publications";journal;"23046775";0,341;Q2;7;47;72;2050;92;62;1,48;43,62;Switzerland;Western Europe;"MDPI AG";"2017-2020";"Business and International Management (Q2); Communication (Q2); Library and Information Sciences (Q2); Media Technology (Q2); Computer Science Applications (Q3)"
190;21100870601;"Africa Journal of Management";journal;"23322373";0,340;Q2;10;20;62;1258;72;58;1,25;62,90;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
191;20608;"Journal of Global Information Management";journal;"10627375, 15337995";0,338;Q2;39;39;77;2583;112;77;1,59;66,23;United States;Northern America;"IGI Publishing";"2002-2020";"Business and International Management (Q2); Information Systems and Management (Q2); Computer Science Applications (Q3); E-learning (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
192;4000152135;"Research in Global Strategic Management";book series;"10644857";0,337;Q2;13;10;16;656;12;15;0,00;65,60;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1998-1999, 2003-2008, 2011, 2014, 2016, 2019";"Business and International Management (Q2)"
193;21100814509;"Journal of Facilities Management";journal;"17410983, 14725967";0,334;Q2;30;29;76;1553;137;73;2,08;53,55;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2003, 2005-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
194;21385;"Canadian Journal of Administrative Sciences";journal;"19364490, 08250383";0,324;Q2;46;59;115;3909;148;103;1,27;66,25;United States;Northern America;"Wiley-Blackwell";"1984-1990, 1996-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Marketing (Q3); Public Administration (Q3)"
195;29386;"Journal of Asia-Pacific Business";journal;"15286940, 10599231";0,324;Q2;15;20;53;958;58;41;1,11;47,90;United States;Northern America;"Routledge";"1994-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
196;5400152710;"E a M: Ekonomie a Management";journal;"12123609";0,322;Q2;20;40;172;1943;224;172;1,29;48,58;Czech Republic;Eastern Europe;"Technical University of Liberec";"2007-2019";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Strategy and Management (Q3)"
197;15882;"Fibres and Textiles in Eastern Europe";journal;"12303666";0,320;Q2;37;97;371;2505;304;365;0,78;25,82;Poland;Eastern Europe;"Institute of Biopolymers and Chemical Fibres";"1993, 1995-2020";"Business and International Management (Q2); Environmental Science (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Materials Science (miscellaneous) (Q3)"
198;22844;"International Review of Retail, Distribution and Consumer Research";journal;"09593969, 14664402";0,313;Q2;37;44;90;2658;135;87;1,34;60,41;United Kingdom;Western Europe;"Routledge";"1990-2020";"Business and International Management (Q2); Economics and Econometrics (Q3); Marketing (Q3)"
