Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
114;21100836589;"International Journal of Business Environment";journal;"17400589, 17400597";0,302;Q3;5;10;29;693;38;29;1,31;69,30;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2017-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
115;21100385807;"International Journal of Emergency Services";journal;"20470908, 20470894";0,301;Q3;9;34;60;1573;50;53;0,82;46,26;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Management Science and Operations Research (Q3); Safety Research (Q3)"
116;21100301410;"International Journal for Quality Research";journal;"18007473, 18006450";0,299;Q3;15;65;172;2405;229;166;1,41;37,00;Serbia;Eastern Europe;"University of Montenegro";"2012-2019";"Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q3); Safety, Risk, Reliability and Quality (Q3)"
117;21100855822;"Cogent Business and Management";journal;"23311975";0,295;Q3;11;139;308;8070;433;300;1,22;58,06;United Kingdom;Western Europe;"Cogent OA";"2014-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Accounting (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
118;4000148902;"International Journal of Services and Operations Management";journal;"17442370, 17442389";0,287;Q3;26;78;235;4355;211;235;0,73;55,83;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Industrial and Manufacturing Engineering (Q2); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3)"
119;16106;"Foresight";journal;"14659832, 14636689";0,282;Q3;27;48;114;2914;154;110;1,29;60,71;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2020";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3)"
120;4700152236;"International Journal of Globalisation and Small Business";journal;"14793059, 14793067";0,276;Q3;16;16;43;966;45;40;1,11;60,38;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Information Systems and Management (Q3); Management Science and Operations Research (Q3)"
121;21100825851;"International Journal of Business Performance and Supply Chain Modelling";journal;"17589401, 1758941X";0,275;Q3;15;10;42;524;41;42;0,69;52,40;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2019";"Business and International Management (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
122;21100327708;"Journal of Intelligence Studies in Business";journal;"2001015X";0,275;Q3;10;11;53;299;49;43;1,39;27,18;Sweden;Western Europe;"Halmstad University";"2011-2019";"Business, Management and Accounting (miscellaneous) (Q3); Management Science and Operations Research (Q3)"
123;21100826286;"Fuzzy Information and Engineering";journal;"16168658, 16168666";0,267;Q3;11;0;85;0;141;85;1,56;0,00;China;Asiatic Region;"";"2014-2018, 2020";"Industrial and Manufacturing Engineering (Q2); Applied Mathematics (Q3); Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Management Science and Operations Research (Q3); Logic (Q4); Theoretical Computer Science (Q4)"
124;21100886533;"Journal of Information Technology Case and Application Research";journal;"15228053, 23336897";0,267;Q3;14;14;58;472;48;34;0,80;33,71;United States;Northern America;"Taylor and Francis Ltd.";"2005-2019";"Information Systems and Management (Q3); Management Science and Operations Research (Q3)"
125;21774;"Managerial and Decision Economics";journal;"10991468, 01436570";0,264;Q3;50;90;219;4240;179;216;0,69;47,11;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
126;5000153602;"Pesquisa Operacional";journal;"01017438";0,256;Q4;17;15;82;535;55;81;0,60;35,67;Brazil;Latin America;"Sociedade Brasileira de Pesquisa Operacional";"2006-2019";"Management Science and Operations Research (Q4)"
127;22303;"Journal of the Operations Research Society of Japan";journal;"04534514";0,255;Q4;27;10;68;239;44;63;0,57;23,90;Japan;Asiatic Region;"Operations Research Society of Japan";"1996-2019";"Decision Sciences (miscellaneous) (Q3); Management Science and Operations Research (Q4)"
128;21100894851;"International Journal of Supply and Operations Management";journal;"23831359, 23832525";0,254;Q4;3;14;28;458;28;28;1,00;32,71;Iran;Middle East;"Kharazmi University";"2018-2019";"Civil and Structural Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Transportation (Q3); Management Science and Operations Research (Q4)"
129;21100456788;"International Journal on Food System Dynamics";journal;"18696945";0,250;Q4;6;18;87;882;82;86;1,05;49,00;Germany;Western Europe;"CENTMA Research";"2016-2019";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Environmental Science (miscellaneous) (Q3); Food Science (Q3); Geography, Planning and Development (Q3); Transportation (Q3); Management Science and Operations Research (Q4)"
130;144884;"WSEAS Transactions on Mathematics";journal;"11092769";0,230;Q4;19;55;99;1154;38;99;0,38;20,98;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2005-2014, 2017-2019";"Computational Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3); Algebra and Number Theory (Q4); Applied Mathematics (Q4); Control and Optimization (Q4); Endocrinology, Diabetes and Metabolism (Q4); Management Science and Operations Research (Q4); Statistics and Probability (Q4)"
131;21100394268;"International Journal of Advanced Operations Management";journal;"1758938X, 17589398";0,229;Q4;7;16;48;646;38;48;0,72;40,38;Switzerland;Western Europe;"Inderscience Publishers";"2011, 2014-2019";"Organizational Behavior and Human Resource Management (Q3); Management Science and Operations Research (Q4)"
132;21100842159;"International Review of Applied Sciences and Engineering";journal;"20620810, 20634269";0,229;Q4;4;47;35;690;29;34;0,85;14,68;Hungary;Eastern Europe;"Akademiai Kiado";"2017-2019";"Engineering (miscellaneous) (Q2); Environmental Engineering (Q3); Information Systems (Q3); Materials Science (miscellaneous) (Q3); Management Science and Operations Research (Q4)"
133;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q4;13;35;148;1500;110;136;0,61;42,86;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
134;21100266730;"International Journal of Information Systems in the Service Sector";journal;"19355688, 19355696";0,216;Q4;11;20;59;1000;47;59;0,71;50,00;United States;Northern America;"IGI Global Publishing";"2009-2020";"Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4)"
135;11200153556;"Espacios (discontinued)";journal;"07981015";0,215;Q4;16;952;4598;24816;1314;4598;0,34;26,07;Venezuela;Latin America;"";"2007-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q4)"
136;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";0,212;Q4;21;23;57;1315;38;57;0,67;57,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Sports Science (Q4)"
137;21100790050;"2016 New York Scientific Data Summit, NYSDS 2016 - Proceedings";conference and proceedings;"-";0,205;-;4;0;24;0;21;23;0,00;0,00;United States;Northern America;"";"";"Computational Theory and Mathematics; Management of Technology and Innovation; Management Science and Operations Research; Modeling and Simulation; Numerical Analysis; Strategy and Management"
138;21100793196;"2016 ACM/IEEE International Conference on Formal Methods and Models for System Design, MEMOCODE 2016";conference and proceedings;"-";0,199;-;5;0;24;0;22;22;0,00;0,00;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Management Science and Operations Research"
139;17700156204;"International Journal of Applied Decision Sciences";journal;"17558085, 17558077";0,198;Q4;17;21;66;1216;64;66;0,89;57,90;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2020";"Information Systems and Management (Q3); Strategy and Management (Q3); Economics and Econometrics (Q4); Management Science and Operations Research (Q4)"
140;23492;"Yugoslav Journal of Operations Research";journal;"03540243";0,198;Q4;19;32;94;998;53;94;0,56;31,19;Serbia;Eastern Europe;"University of Belgrade";"1994-1997, 1999-2020";"Management Science and Operations Research (Q4)"
141;19900191855;"Advances in Operations Research";journal;"16879155, 16879147";0,194;Q4;12;8;40;313;35;39;1,00;39,13;United States;Northern America;"Hindawi Publishing Corporation";"2009-2020";"Management Science and Operations Research (Q4)"
142;21100886537;"Operations and Supply Chain Management";journal;"19793561, 25799363";0,189;Q4;3;18;20;923;22;20;1,10;51,28;Indonesia;Asiatic Region;"Operations and Supply Chain Management Forum";"2018-2019";"Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)"
143;21100400809;"Colloquium in Information Science and Technology, CIST";conference and proceedings;"23271884";0,188;-;9;0;283;0;219;279;0,49;0,00;United States;Northern America;"";"23271884";"Computer Science Applications; Information Systems and Management; Management Science and Operations Research; Signal Processing"
144;17400154833;"Journal of Transportation Security";journal;"19387741, 1938775X";0,185;Q4;12;8;35;262;38;33;1,10;32,75;United States;Northern America;"Springer New York";"2009-2019";"Law (Q3); Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3); Management Science and Operations Research (Q4); Transportation (Q4)"
145;4700152810;"International Journal of Business Process Integration and Management";journal;"17418771, 17418763";0,182;Q4;18;19;27;799;16;27;0,59;42,05;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2015, 2017-2019";"Business and International Management (Q3); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
146;21100790304;"2016 5th International Conference on Informatics, Electronics and Vision, ICIEV 2016";conference and proceedings;"-";0,176;-;10;0;221;0;233;219;0,00;0,00;United States;Northern America;"";"";"Engineering (miscellaneous); Management Science and Operations Research; Software"
147;4000149708;"International Journal of Management and Enterprise Development";journal;"17418127, 14684330";0,174;Q4;25;19;54;1025;31;48;0,74;53,95;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Management Science and Operations Research (Q4)"
148;21100285030;"International Journal of Multicriteria Decision Making";journal;"20401078, 2040106X";0,174;Q4;9;6;32;160;15;31;0,86;26,67;Switzerland;Western Europe;"Inderscience Publishers";"2010-2019";"Management Science and Operations Research (Q4); Strategy and Management (Q4)"
149;17600155037;"Journal of Quality";journal;"10220690";0,167;Q4;8;17;78;631;13;75;0,12;37,12;Taiwan;Asiatic Region;"Chinese Society for Quality";"2009-2019";"Management Science and Operations Research (Q4); Safety, Risk, Reliability and Quality (Q4)"
150;13024;"Acta Cybernetica";journal;"0324721X";0,164;Q4;17;5;74;78;33;72;0,36;15,60;Hungary;Eastern Europe;"University of Szeged, Institute of Informatics";"1990-2019";"Computer Science (miscellaneous) (Q3); Computational Theory and Mathematics (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Software (Q4); Theoretical Computer Science (Q4)"
151;21100894767;"INFORMS Transactions on Education";journal;"15320545";0,157;Q4;3;17;15;339;11;14;0,79;19,94;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"2018-2019";"Education (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)"
152;21100858348;"Croatian Operational Research Review";journal;"18480225, 18489931";0,156;Q4;3;27;65;647;25;65;0,38;23,96;Croatia;Eastern Europe;"Croatian Operational Research Society";"2017-2019";"Applied Mathematics (Q4); Economics and Econometrics (Q4); Management Science and Operations Research (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)"
153;21100456806;"Proceedings - 2nd International Symposium on Stochastic Models in Reliability Engineering, Life Science, and Operations Management, SMRLO 2016";conference and proceedings;"-";0,156;-;7;0;110;0;57;105;0,00;0,00;United States;Northern America;"";"";"Computational Theory and Mathematics; Computer Science Applications; Control and Systems Engineering; Management Science and Operations Research"
154;21100787010;"21st IMEKO TC-4 International Symposium on Understanding the World through Electrical and Electronic Measurement, and 19th International Workshop on ADC Modelling and Testing";conference and proceedings;"-";0,152;-;5;0;58;0;14;56;0,00;0,00;Hungary;Eastern Europe;"";"";"Business and International Management; Management of Technology and Innovation; Management Science and Operations Research; Strategy and Management"
155;21100203125;"Proceedings of the European Conference on Knowledge Management, ECKM";conference and proceedings;"20488963";0,149;-;10;148;440;4882;145;433;0,35;32,99;United Kingdom;Western Europe;"";"20488963";"Information Systems and Management; Management Science and Operations Research"
156;21100408983;"International Journal of Ecological Economics and Statistics (discontinued)";journal;"09731385, 09737537";0,148;Q4;6;0;84;0;49;84;0,75;0,00;India;Asiatic Region;"CESER Publications";"2014-2017";"Economics and Econometrics (Q4); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)"
157;21100219935;"International Journal of Operations and Quantitative Management";journal;"10821910";0,147;Q4;11;8;52;278;26;52;0,52;34,75;United States;Northern America;"International Forum of Management Scholars (INFOMS)";"2001-2020";"Business and International Management (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
158;4700151732;"International Journal of Risk Assessment and Management";journal;"14668297, 17415241";0,147;Q4;22;17;57;1004;31;55;0,58;59,06;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000, 2002, 2006-2019";"Business and International Management (Q4); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)"
159;21100461926;"International Conference Communication, Control and Intelligent Systems, CCIS 2015";conference and proceedings;"-";0,143;-;7;0;99;0;76;97;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Management Science and Operations Research; Organizational Behavior and Human Resource Management; Safety, Risk, Reliability and Quality; Strategy and Management; Waste Management and Disposal"
160;21100794672;"2016 7th IEEE Control and System Graduate Research Colloquium, ICSGRC 2016 - Proceeding";conference and proceedings;"-";0,142;-;4;0;41;0;33;40;0,83;0,00;United States;Northern America;"";"";"Computer Science Applications; Information Systems and Management; Management Science and Operations Research; Signal Processing"
161;21100871681;"Journal of Operations and Supply Chain Management";journal;"19843046";0,139;Q4;2;0;15;0;4;15;0,27;0,00;Brazil;Latin America;"Fundacao Getulio Vargas";"2018";"Information Systems and Management (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)"
162;4000152116;"Advances in Accounting Behavioral Research";book series;"14751488";0,137;Q4;9;0;17;0;5;12;0,57;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2006, 2008-2018";"Accounting (Q4); Management Science and Operations Research (Q4)"
163;22473;"Quality Progress";journal;"0033524X";0,137;Q4;32;58;505;287;34;302;0,12;4,95;United States;Northern America;"American Society for Quality";"1974, 1978-2019";"Industrial and Manufacturing Engineering (Q3); Management Science and Operations Research (Q4); Safety, Risk, Reliability and Quality (Q4); Strategy and Management (Q4)"
164;19400157401;"International Journal of Enterprise Network Management";journal;"17481252, 17481260";0,128;Q4;9;25;81;684;24;80;0,21;27,36;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2012, 2014-2020";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4)"
165;21100812368;"2016 IEEE Conference on Control Applications, CCA 2016";conference and proceedings;"-";0,125;-;0;0;1;0;0;1;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Control and Systems Engineering; Management Information Systems; Management Science and Operations Research"
166;21100823806;"Series on Concrete and Applicable Mathematics";book series;"17931142";0,125;Q4;0;0;12;0;0;1;0,00;0,00;United States;Northern America;"World Scientific Publishing Co.";"2017";"Algebra and Number Theory (Q4); Applied Mathematics (Q4); Computational Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Management Science and Operations Research (Q4); Mathematical Physics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)"
167;21100313916;"Boletin de Estadistica e Investigacion Operativa";journal;"18893805";0,124;Q4;3;19;56;368;8;51;0,09;19,37;Spain;Western Europe;"Sociedad de estadistica e investigacion operativa";"2014-2019";"Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)"
168;21100780452;"BSB 2016 - International Conference on Bioinformatics and Systems Biology";conference and proceedings;"-";0,124;-;3;0;52;0;10;51;0,00;0,00;United States;Northern America;"";"";"Control and Optimization; Industrial and Manufacturing Engineering; Information Systems and Management; Management Science and Operations Research; Safety, Risk, Reliability and Quality"
169;21100255324;"Proceedings of International Conference on Service Science, ICSS";conference and proceedings;"21653836";0,124;-;7;0;71;0;22;67;0,00;0,00;United States;Northern America;"";"21653836";"Computer Science (miscellaneous); Industrial and Manufacturing Engineering; Management Science and Operations Research"
170;144786;"Journal of Japan Industrial Management Association";journal;"13422618, 21879079";0,118;Q4;8;23;86;416;11;84;0,19;18,09;Japan;Asiatic Region;"Nihon Keikei Kogakkai";"2004-2019";"Applied Mathematics (Q4); Industrial and Manufacturing Engineering (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
171;145594;"Military Operations Research";journal;"02755823";0,118;Q4;13;16;53;302;10;38;0,34;18,88;United States;Northern America;"Military Operations Research Society";"2005-2019";"Civil and Structural Engineering (Q4); Management Science and Operations Research (Q4); Mechanical Engineering (Q4)"
172;21100788232;"WebMedia 2016 - Proceedings of the 22nd Brazilian Symposium on Multimedia and the Web";conference and proceedings;"-";0,118;-;4;0;69;0;38;67;0,00;0,00;United States;Northern America;"";"";"Management Science and Operations Research; Strategy and Management"
173;21100936539;"Revue Europeenne d' Economie et Management des Services";journal;"25550284, 24970107";0,116;Q4;2;6;32;226;8;32;0,24;37,67;France;Western Europe;"Editions Classiques Garnier";"2016-2019";"Management Information Systems (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
174;21100463830;"Journal of Enterprise Transformation";journal;"19488297, 19488289";0,115;Q4;12;0;23;0;12;13;3,00;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2018";"Control and Systems Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4)"
175;4700152816;"Logistics Journal";journal;"18607977";0,113;Q4;4;8;156;196;17;156;0,13;24,50;Germany;Western Europe;"Wissenschaftliche Gesellschaft fur Technische Logistik";"2006, 2009-2019";"Control and Systems Engineering (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)"
176;21100805732;"Journal of Management Information and Decision Science";journal;"15247252, 15325806";0,112;Q4;3;34;29;1074;5;28;0,24;31,59;United Kingdom;Western Europe;"Allied Academies";"2015-2019";"Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)"
177;21100805766;"Proceedings - APMediaCast 2016";conference and proceedings;"-";0,112;-;3;0;21;0;7;19;0,37;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Information Systems and Management; Management Science and Operations Research"
178;6400153175;"International Journal of Services Operations and Informatics";journal;"1741539X, 17415403";0,109;Q4;13;9;37;339;9;37;0,23;37,67;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2007-2013, 2016-2019";"Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)"
179;21100464314;"International Journal of Construction Supply Chain Management";journal;"11790776";0,106;Q4;2;4;14;226;4;14;0,30;56,50;New Zealand;Pacific Region;"School of Engineering, Auckland University of Technology";"2015-2019";"Building and Construction (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
180;21100795340;"STRATUS 2016 - Proceedings of 2016 IEEE Systems and Technologies for Remote Sensing Applications Through Unmanned Aerial Systems";conference and proceedings;"-";0,106;-;1;0;6;0;1;4;0,25;0,00;United States;Northern America;"";"";"Algebra and Number Theory; Business, Management and Accounting (miscellaneous); Computer Networks and Communications; Hardware and Architecture; Information Systems and Management; Management Information Systems; Management Science and Operations Research"
181;21100780468;"Proceedings - 2015 16th International Workshop on Microprocessor and SOC Test and Verification, MTV 2015";conference and proceedings;"-";0,103;-;2;0;15;0;2;13;0,00;0,00;United States;Northern America;"";"";"Computer Science (miscellaneous); Industrial and Manufacturing Engineering; Management Science and Operations Research"
182;20700195051;"International Conference on Management Science and Engineering - Annual Conference Proceedings";conference and proceedings;"21551847";0,102;-;6;0;177;0;6;175;0,03;0,00;United States;Northern America;"";"21551847";"Management Science and Operations Research"
183;21100792118;"Intelligent Statistical Quality Control";conference and proceedings;"-";0,101;-;2;0;28;0;1;27;0,00;0,00;Germany;Western Europe;"";"";"Business and International Management; Industrial Relations; Information Systems; Management Science and Operations Research; Strategy and Management; Transportation"
184;21100901841;"International Journal of Industrial Engineering and Production Research";journal;"20084889, 2345363X";;-;1;31;0;942;0;0;0,00;30,39;Iran;Middle East;"Iran University of Science and Technology";"2019";"Industrial and Manufacturing Engineering; Management Science and Operations Research; Statistics, Probability and Uncertainty; Strategy and Management"
185;21100945713;"International Journal of Management";journal;"09766510, 09766502";;-;1;71;0;1563;0;0;0,00;22,01;India;Asiatic Region;"IAEME Publication";"2019-2020";"Business, Management and Accounting (miscellaneous); Computer Science Applications; Economics, Econometrics and Finance (miscellaneous); Engineering (miscellaneous); Management Science and Operations Research"
186;21100927900;"Journal of Food Distribution Research";journal;"26433354";;-;1;16;0;462;0;0;0,00;28,88;United States;Northern America;"Food Distribution Research Society";"2019-2020";"Agronomy and Crop Science; Economics and Econometrics; Food Science; Management Science and Operations Research; Marketing"
187;21100945715;"Journal of International Logistics and Trade";journal;"25087592, 17382122";;-;0;12;0;491;0;0;0,00;40,92;South Korea;Asiatic Region;"Jungseok Research Institute of International Logistics and Trade";"2019";"Economics and Econometrics; Management Information Systems; Management Science and Operations Research; Marketing; Transportation"
188;21100943826;"Journal of Transport and Supply Chain Management";journal;"19955235, 23108789";;-;0;15;0;754;0;0;0,00;50,27;South Africa;Africa;"AOSIS (Pty) Ltd";"2019-2020";"Industrial and Manufacturing Engineering; Information Systems and Management; Management Information Systems; Management Science and Operations Research; Transportation"
189;21100913325;"Logforum";journal;"1734459X, 18952038";;-;1;42;0;1249;0;0;0,00;29,74;Poland;Eastern Europe;"Poznan School of Logistics";"2019-2020";"Information Systems and Management; Management Information Systems; Management Science and Operations Research"
190;21100905330;"Research Policy: X";journal;"25901451";;-;1;2;0;263;0;0;0,00;131,50;Netherlands;Western Europe;"Elsevier BV";"2019";"Management of Technology and Innovation; Management Science and Operations Research; Strategy and Management"
191;21100943534;"Transportation Research Interdisciplinary Perspectives";journal;"25901982";;-;1;67;0;3016;0;0;0,00;45,01;United Kingdom;Western Europe;"Elsevier Ltd.";"2019-2020";"Automotive Engineering; Civil and Structural Engineering; Management Science and Operations Research; Transportation"
