Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
73;21100201981;"Journal of Management, Spirituality and Religion";journal;"1942258X, 14766086";0,617;Q2;21;24;71;1802;131;58;2,02;75,08;United Kingdom;Western Europe;"Routledge, Taylor &amp; Francis Group";"2004-2020";"Religious Studies (Q1); Organizational Behavior and Human Resource Management (Q2)"
74;21100446999;"Journal of Global Mobility";journal;"20498802, 20498799";0,601;Q2;16;25;68;1762;158;59;2,38;70,48;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2020";"Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q2)"
75;21100872102;"Journal of Organizational Effectiveness";journal;"20516614, 20516622";0,581;Q2;10;16;66;1212;132;63;2,11;75,75;United Kingdom;Western Europe;"Nature Publishing Group";"2014-2020";"Organizational Behavior and Human Resource Management (Q2)"
76;21100222556;"Journal of Contextual Behavioral Science";journal;"22121447";0,578;Q2;21;84;143;4230;317;134;1,98;50,36;Netherlands;Western Europe;"Elsevier BV";"2012-2020";"Applied Psychology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Health (social science) (Q2); Organizational Behavior and Human Resource Management (Q2); Behavioral Neuroscience (Q3)"
77;144741;"International Journal of Educational Management";journal;"0951354X";0,567;Q2;47;159;245;8422;493;240;1,60;52,97;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1987-2020";"Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
78;145246;"Journal of Workplace Learning";journal;"13665626";0,565;Q2;47;34;105;2236;249;101;1,75;65,76;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1997-2020";"Development (Q2); Organizational Behavior and Human Resource Management (Q2); Social Psychology (Q2)"
79;14420;"Journal of Career Development";journal;"08948453, 15733548";0,564;Q2;41;104;128;5502;252;113;1,95;52,90;United States;Northern America;"SAGE Publications Inc.";"1972-1973, 1975-2020";"Education (Q2); Organizational Behavior and Human Resource Management (Q2); Psychology (miscellaneous) (Q2); Applied Psychology (Q3)"
80;25468;"Public Personnel Management";journal;"00910260";0,555;Q2;42;41;60;3111;114;59;1,77;75,88;United States;Northern America;"SAGE Publications Inc.";"1973, 1982-1984, 1989, 1993, 1995-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Public Administration (Q2); Strategy and Management (Q2)"
81;21100197939;"Transfer";journal;"10242589, 19967284";0,554;Q2;20;35;127;1089;195;83;2,94;31,11;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-1997, 2010-2020";"Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q2)"
82;21100775627;"IZA Journal of Labor Policy";journal;"21939004";0,551;Q2;13;8;49;356;102;48;1,69;44,50;United Kingdom;Western Europe;"Springer Open";"2012-2019";"Economics and Econometrics (Q2); Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q2)"
83;144643;"Learning Organization";journal;"09696474";0,540;Q2;54;55;110;2716;275;101;2,81;49,38;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1994-2020";"Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
84;20213;"International Labour Review";journal;"00207780, 1564913X";0,537;Q2;45;29;81;1308;133;77;1,63;45,10;United States;Northern America;"Wiley-Blackwell";"1945-1948, 1973-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
85;20637;"Journal of Management Development";journal;"02621711";0,516;Q2;55;65;223;4558;530;221;2,16;70,12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1982-2020";"History (Q1); Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q2)"
86;11700154614;"Journal of Management and Organization";journal;"18393527, 18333672";0,505;Q2;30;129;192;9456;352;128;2,79;73,30;United Kingdom;Western Europe;"Cambridge University Press";"1995-2020";"Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2)"
87;4700152828;"Journal of Human Resources in Hospitality and Tourism";journal;"15332845, 15332853";0,503;Q2;23;24;73;1575;158;73;2,00;65,63;United States;Northern America;"Routledge";"2002, 2004-2020";"Organizational Behavior and Human Resource Management (Q2); Tourism, Leisure and Hospitality Management (Q2)"
88;12100154706;"Baltic Journal of Management";journal;"17465265";0,470;Q2;25;46;83;3119;208;81;2,67;67,80;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
89;21100901479;"Journal of Teaching and Learning for Graduate Employability";journal;"18383815";0,470;Q2;3;20;7;697;10;6;1,67;34,85;Australia;Pacific Region;"Deakin University";"2018-2019";"Education (Q2); Human Factors and Ergonomics (Q2); Organizational Behavior and Human Resource Management (Q2)"
90;144642;"Managerial Auditing Journal";journal;"02686902";0,468;Q2;52;69;118;4631;304;115;2,39;67,12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1986-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Accounting (Q2); Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q2)"
91;21100446512;"Evidence-based HRM";journal;"20493983, 20493991";0,464;Q2;9;31;58;2258;130;55;2,53;72,84;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2020";"Organizational Behavior and Human Resource Management (Q2)"
92;21100788918;"Human Resource Development International";journal;"13678868, 14698374";0,464;Q2;45;39;87;2433;142;72;1,76;62,38;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2020";"Organizational Behavior and Human Resource Management (Q2)"
93;16902;"Labour";journal;"11217081, 14679914";0,463;Q2;33;27;65;990;62;65;0,89;36,67;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2020";"History (Q1); Demography (Q2); Geography, Planning and Development (Q2); Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q2)"
94;13000154734;"International Journal of Training and Development";journal;"14682419, 13603736";0,447;Q2;24;20;64;1024;106;62;1,71;51,20;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2020";"Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
95;20670;"Journal of Organizational Change Management";journal;"09534814";0,441;Q2;66;74;241;4999;365;216;1,55;67,55;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1988-2020";"Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
96;21100448513;"Journal of Healthcare Leadership";journal;"11793201";0,435;Q2;9;10;30;518;65;28;2,50;51,80;United States;Northern America;"Dove Medical Press Limited";"2014-2020";"Leadership and Management (Q2); Organizational Behavior and Human Resource Management (Q2); Public Health, Environmental and Occupational Health (Q3)"
97;20247;"Journal of Labor Research";journal;"01953613, 19364768";0,431;Q2;34;20;60;694;57;60;0,98;34,70;United States;Northern America;"Springer New York";"1980-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
98;19900193855;"Revista de Psicologia del Trabajo y de las Organizaciones";journal;"15765962, 21740534";0,430;Q2;15;18;67;1118;122;67;1,85;62,11;Spain;Western Europe;"Colegio Oficial de Psicologos de Madrid";"2011-2019";"Organizational Behavior and Human Resource Management (Q2); Social Psychology (Q3)"
99;21100794012;"Public Relations Inquiry";journal;"20461488, 2046147X";0,424;Q2;9;20;49;1376;52;41;1,04;68,80;United States;Northern America;"SAGE Publications Inc.";"2014-2020";"Linguistics and Language (Q1); Communication (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
100;18961;"European Journal of Industrial Relations";journal;"14617129, 09596801";0,411;Q2;41;45;85;1890;119;73;1,39;42,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2020";"Business, Management and Accounting (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
101;29447;"Review of Industrial Organization";journal;"0889938X, 15737160";0,406;Q2;54;81;158;2669;116;152;0,66;32,95;Netherlands;Western Europe;"Springer Netherlands";"1984-1986, 1988-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2); Economics and Econometrics (Q3)"
102;21100326278;"Polish Journal of Management Studies";journal;"20817452";0,400;Q2;17;159;287;5116;835;287;3,19;32,18;Poland;Eastern Europe;"Czestochowa University of Technology";"2010-2019";"Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
103;20201;"International Journal of Manpower";journal;"01437720";0,399;Q2;54;125;196;6839;302;191;1,49;54,71;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1970, 1980-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
104;19700190348;"Coaching";journal;"17521890, 17521882";0,397;Q2;14;19;41;1003;42;34;1,17;52,79;United States;Northern America;"Routledge";"2010-2020";"Organizational Behavior and Human Resource Management (Q2); Developmental and Educational Psychology (Q3); Social Psychology (Q3)"
105;10400153306;"International Journal of Organizational Analysis";journal;"19348835";0,393;Q3;22;113;151;8915;307;151;2,13;78,89;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2020";"Strategy and Management (Q2); Organizational Behavior and Human Resource Management (Q3)"
106;19900191757;"Journal of Accounting and Organizational Change";journal;"18325912";0,393;Q3;23;31;74;2463;111;73;1,24;79,45;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2020";"Accounting (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Strategy and Management (Q2); Organizational Behavior and Human Resource Management (Q3)"
107;5700162125;"Action Research";journal;"14767503";0,392;Q3;34;45;99;1645;116;73;1,21;36,56;United Kingdom;Western Europe;"SAGE Publications Ltd";"2003-2020";"Sociology and Political Science (Q2); Strategy and Management (Q2); Organizational Behavior and Human Resource Management (Q3)"
108;21100799944;"German Journal of Human Resource Management";journal;"23970022, 23970030";0,389;Q3;5;16;39;1321;35;33;0,60;82,56;United Kingdom;Western Europe;"SAGE Publications Inc.";"2016-2020";"Organizational Behavior and Human Resource Management (Q3)"
109;5700161189;"Culture and Organization";journal;"14772760, 14759551";0,387;Q3;15;40;76;2884;93;69;1,13;72,10;United Kingdom;Western Europe;"Routledge";"2009-2020";"Cultural Studies (Q1); Organizational Behavior and Human Resource Management (Q3)"
110;21100203911;"European Journal of Training and Development";journal;"20469012, 20469020";0,376;Q3;53;57;116;4133;208;114;1,72;72,51;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2); Organizational Behavior and Human Resource Management (Q3)"
111;145328;"Team Performance Management";journal;"13527592";0,376;Q3;31;27;72;1750;96;71;1,34;64,81;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1995-2020";"Management Information Systems (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q3)"
112;19900191744;"Equality, Diversity and Inclusion";journal;"17587093, 20407149";0,370;Q3;23;86;127;5171;183;123;0,97;60,13;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2020";"Cultural Studies (Q1); Gender Studies (Q2); Sociology and Political Science (Q2); Organizational Behavior and Human Resource Management (Q3)"
113;145250;"Industrial and Commercial Training";journal;"00197858";0,369;Q3;30;37;129;2339;229;128;2,04;63,22;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1969-2020";"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2); Organizational Behavior and Human Resource Management (Q3)"
114;21100205991;"Journal of Mental Health Training, Education and Practice";journal;"20428707, 17556228";0,368;Q3;13;51;100;2122;98;97;0,79;41,61;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Education (Q2); Psychiatric Mental Health (Q2); Health Policy (Q3); Health (social science) (Q3); Organizational Behavior and Human Resource Management (Q3); Psychiatry and Mental Health (Q3)"
115;16800154722;"Advances in Developing Human Resources";journal;"15523055, 15234223";0,367;Q3;42;32;105;1476;170;98;1,65;46,13;United States;Northern America;"SAGE Publications Inc.";"1999-2020";"Organizational Behavior and Human Resource Management (Q3)"
116;21100870826;"Work Organisation, Labour and Globalisation";journal;"1745641X, 17456428";0,361;Q3;5;17;33;863;29;33;0,20;50,76;United Kingdom;Western Europe;"Pluto Journals";"2016-2019";"Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q3)"
117;21100457058;"Management and Production Engineering Review";journal;"20821344, 20808208";0,358;Q3;12;47;125;1731;232;125;1,54;36,83;Poland;Eastern Europe;"Polish Academy of Sciences, Production Engineering Committee";"2012-2013, 2015-2019";"Business and International Management (Q2); Industrial and Manufacturing Engineering (Q2); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3)"
118;15457;"Journal of Employment Counseling";journal;"21611920, 00220787";0,357;Q3;26;12;46;682;38;43;0,70;56,83;United States;Northern America;"Wiley-Blackwell";"1964-2020";"Applied Psychology (Q3); Organizational Behavior and Human Resource Management (Q3); Psychology (miscellaneous) (Q3)"
119;21100807851;"Journal of Global Operations and Strategic Sourcing";journal;"23985364";0,354;Q3;21;27;47;2028;107;47;2,50;75,11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2020";"Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
120;19700175255;"Journal of Personnel Psychology";journal;"18665888, 21905150";0,351;Q3;24;21;64;1013;92;61;1,48;48,24;United States;Northern America;"Hogrefe Publishing";"2010-2019";"Applied Psychology (Q3); Organizational Behavior and Human Resource Management (Q3)"
121;16300154746;"International Journal of Cross Cultural Management";journal;"14705958, 17412838";0,350;Q3;45;19;63;1547;69;57;1,08;81,42;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2020";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q3)"
122;21100827425;"Nordic Journal of Working Life Studies";journal;"22450157";0,342;Q3;4;19;70;1019;65;61;1,07;53,63;Denmark;Western Europe;"Roskilde University";"2017-2019";"Industrial Relations (Q2); Life-span and Life-course Studies (Q3); Organizational Behavior and Human Resource Management (Q3); Public Health, Environmental and Occupational Health (Q3)"
123;16859;"Labor History";journal;"0023656X, 14699702";0,341;Q3;18;62;111;4069;67;108;0,59;65,63;United Kingdom;Western Europe;"Routledge";"1960-2020";"History (Q1); Organizational Behavior and Human Resource Management (Q3)"
124;144965;"Employee Responsibilities and Rights Journal";journal;"08927545";0,340;Q3;29;17;53;764;36;38;1,24;44,94;United States;Northern America;"Springer New York";"1988-1998, 2000-2020";"Human Factors and Ergonomics (Q3); Organizational Behavior and Human Resource Management (Q3)"
125;21100395908;"Qualitative Research in Organizations and Management";journal;"17465648, 17465656";0,332;Q3;16;51;48;3204;66;41;1,72;62,82;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001, 2006-2020";"Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q3)"
126;21100775632;"IZA Journal of Labor and Development";journal;"21939020";0,322;Q3;10;0;23;0;32;22;2,50;0,00;United Kingdom;Western Europe;"Springer Open";"2012-2017";"Economics, Econometrics and Finance (miscellaneous) (Q2); Industrial Relations (Q2); Development (Q3); Organizational Behavior and Human Resource Management (Q3)"
127;4100151503;"Advances in Industrial and Labor Relations";book series;"07426186";0,317;Q3;10;0;26;0;8;17;0,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2006, 2009-2012, 2015-2016, 2018";"Economics, Econometrics and Finance (miscellaneous) (Q2); Industrial Relations (Q2); Political Science and International Relations (Q2); Organizational Behavior and Human Resource Management (Q3)"
128;21100446528;"Journal of Organizational Ethnography";journal;"20466757, 20466749";0,314;Q3;12;34;62;1568;59;59;0,89;46,12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Cultural Studies (Q1); Anthropology (Q2); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
129;21100874338;"Journal of Public and Nonprofit Affairs";journal;"23813717";0,311;Q3;5;20;48;1064;37;40;0,84;53,20;United States;Northern America;"";"2015-2019";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2); Organizational Behavior and Human Resource Management (Q3); Public Administration (Q3)"
130;21100200829;"International Journal of Engineering Business Management";journal;"18479790";0,307;Q3;18;36;82;1888;139;76;1,93;52,44;Croatia;Eastern Europe;"SAGE Publications Inc.";"2009-2020";"Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3)"
131;4000152111;"Research on Managing Groups and Teams";book series;"15340856";0,307;Q3;20;0;25;0;27;12;2,25;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2002-2003, 2005-2012, 2014-2015, 2017-2018";"Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q3)"
132;19700173246;"Academia Revista Latinoamericana de Administracion";journal;"10128255, 20565127";0,305;Q3;11;38;99;2639;132;93;1,09;69,45;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Education (Q3); Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3); Public Administration (Q3); Strategy and Management (Q3)"
133;144672;"Measuring Business Excellence";journal;"13683047";0,302;Q3;42;38;66;2175;123;65;1,66;57,24;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1997-2020";"Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q3)"
134;15909;"Zeitschrift fur Arbeits- und Organisationspsychologie";journal;"21906246, 09324089";0,298;Q3;16;16;46;1057;27;43;0,64;66,06;Germany;Western Europe;"Hogrefe Publishing";"2002-2020";"Applied Psychology (Q3); Organizational Behavior and Human Resource Management (Q3)"
135;21100855822;"Cogent Business and Management";journal;"23311975";0,295;Q3;11;139;308;8070;433;300;1,22;58,06;United Kingdom;Western Europe;"Cogent OA";"2014-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Accounting (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
136;21100773814;"Australasian Journal of Organisational Psychology";journal;"20542232";0,279;Q3;3;0;7;0;7;3;5,00;0,00;United Kingdom;Western Europe;"Cambridge University Press";"2014-2017";"Applied Psychology (Q3); Organizational Behavior and Human Resource Management (Q3); Social Psychology (Q3)"
137;4800153108;"Research in Organizational Change and Development";book series;"08973016";0,278;Q3;15;9;30;711;24;27;0,89;79,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999, 2001, 2003-2004, 2007, 2010-2019";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)"
138;21100397309;"Journal of Chinese Economic and Foreign Trade Studies";journal;"17544416, 17544408";0,277;Q3;9;7;40;375;43;38;1,46;53,57;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2019";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)"
139;17800156738;"Organization Management Journal";journal;"15416518";0,273;Q3;14;27;61;1871;43;46;0,43;69,30;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005, 2009-2019";"Business and International Management (Q3); Education (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
140;25251;"Business Lawyer";journal;"00076899";0,272;Q3;19;46;187;2528;43;171;0,21;54,96;United States;Northern America;"American Bar Association";"1979, 1995-2012, 2014-2019";"Law (Q2); Organizational Behavior and Human Resource Management (Q3)"
141;4400151404;"International Journal of Learning and Intellectual Capital";journal;"14794861, 14794853";0,268;Q3;15;20;66;1264;87;66;1,34;63,20;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
142;21100890619;"Philosophy of Management";journal;"20529597, 17403812";0,266;Q3;8;29;62;1930;51;51;1,08;66,55;Switzerland;Western Europe;"Springer International Publishing AG";"2003-2005, 2007-2020";"History and Philosophy of Science (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
143;17700156749;"Intangible Capital";journal;"20143214, 16979818";0,265;Q3;13;14;123;662;132;122;0,96;47,29;Spain;Western Europe;"";"2009-2019";"Accounting (Q3); Business and International Management (Q3); Education (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
144;4700153003;"International Journal of Work Organisation and Emotion";journal;"17408946, 17408938";0,263;Q3;15;16;54;867;41;53;0,79;54,19;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Organizational Behavior and Human Resource Management (Q3)"
145;21100907391;"Australian Journal of Career Development";journal;"22006974";0,258;Q3;8;22;48;1139;38;47;0,62;51,77;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012-2020";"Education (Q3); Organizational Behavior and Human Resource Management (Q3)"
146;17300154913;"Performance Improvement Quarterly";journal;"19378327, 08985952";0,254;Q3;16;28;63;1524;61;49;1,62;54,43;United States;Northern America;"International Society for Performance Improvement";"1988-1995, 2009-2020";"Education (Q3); Organizational Behavior and Human Resource Management (Q3)"
147;4400151407;"International Journal of Business Governance and Ethics";journal;"1741802X, 14779048";0,238;Q3;13;9;43;714;34;43;0,70;79,33;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
148;5700164072;"Travail et Emploi";journal;"02244365";0,237;Q3;8;13;62;775;31;60;0,44;59,62;France;Western Europe;"Documentation Francaise";"2008-2019";"Economics, Econometrics and Finance (miscellaneous) (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
149;21100896940;"Intellectual Economics";journal;"18228038, 18228011";0,236;Q3;4;7;4;182;22;4;5,50;26,00;Lithuania;Eastern Europe;"Mykolo Romerio Universitetas";"2018-2019";"Philosophy (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Sociology and Political Science (Q3)"
150;21100775631;"IZA Journal of European Labor Studies";journal;"21939012";0,236;Q3;14;0;24;0;24;24;0,00;0,00;United Kingdom;Western Europe;"Springer Open";"2012-2017";"Economics and Econometrics (Q3); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q3)"
151;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";0,231;Q3;3;22;20;980;24;20;1,20;44,55;United States;Northern America;"IGI Global Publishing";"2017-2020";"Communication (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
152;21100394268;"International Journal of Advanced Operations Management";journal;"1758938X, 17589398";0,229;Q3;7;16;48;646;38;48;0,72;40,38;Switzerland;Western Europe;"Inderscience Publishers";"2011, 2014-2019";"Organizational Behavior and Human Resource Management (Q3); Management Science and Operations Research (Q4)"
153;17700156014;"Travail, Genre et Societes";journal;"12946303";0,224;Q3;14;29;116;696;30;111;0,26;24,00;France;Western Europe;"Editions La Decouverte";"2001-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Gender Studies (Q3); Organizational Behavior and Human Resource Management (Q3); Sociology and Political Science (Q3)"
154;26486;"Sociologia del Lavoro";journal;"03925048";0,222;Q3;3;38;151;1641;31;147;0,18;43,18;Italy;Western Europe;"FrancoAngeli Edizioni";"1992, 1996, 2016-2019";"Economics and Econometrics (Q3); Organizational Behavior and Human Resource Management (Q3); Sociology and Political Science (Q3)"
155;5700161163;"Organizacija";journal;"13185454";0,220;Q3;5;16;70;1006;84;68;1,33;62,88;Slovenia;Eastern Europe;"Fakulteta za Organizacijske Vede, Univerza v Mariboru";"2016-2019";"Business and International Management (Q3); Management Information Systems (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
156;21100855999;"Journal of Eastern European and Central Asian Research";journal;"23288280, 23288272";0,219;Q3;3;27;52;962;17;49;0,42;35,63;United States;Northern America;"Institute of Eastern Europe and Central Asia";"2014-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
157;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q4;13;35;148;1500;110;136;0,61;42,86;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
158;21100407655;"Banks and Bank Systems";journal;"19917074, 18167403";0,216;Q4;14;71;191;2448;112;191;0,67;34,48;Ukraine;Eastern Europe;"Business Perspectives";"2006-2020";"Finance (Q3); Law (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q4)"
159;19400156802;"International Journal of Action Research";journal;"18611303, 18619916";0,212;Q4;11;24;37;787;14;33;0,33;32,79;Germany;Western Europe;"Verlag Barbara Budrich";"2009-2019";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
160;21100202508;"Revista Brasileira de Orientacao Profissional";journal;"16793390, 19847270";0,209;Q4;8;10;66;334;24;62;0,13;33,40;Brazil;Latin America;"Universidade de Sao Paulo, Faculdade de Filosofia";"2011-2019";"Education (Q3); Applied Psychology (Q4); Organizational Behavior and Human Resource Management (Q4)"
161;21100847440;"International Journal of Comparative Labour Law and Industrial Relations";journal;"1875838X, 0952617X";0,204;Q4;5;11;43;383;41;42;0,98;34,82;United Kingdom;Western Europe;"Wolters Kluwer (UK) Ltd.";"2017-2019";"Industrial Relations (Q3); Law (Q3); Organizational Behavior and Human Resource Management (Q4)"
162;21100232428;"International Journal of Law and Management";journal;"1754243X, 17542448";0,204;Q4;13;31;195;1810;174;195;0,82;58,39;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Law (Q3); Organizational Behavior and Human Resource Management (Q4)"
163;19400158612;"International Journal of Public Sector Performance Management";journal;"17411041, 1741105X";0,204;Q4;6;34;58;1238;31;58;0,50;36,41;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2010, 2012-2013, 2015-2020";"Strategy and Management (Q3); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
164;18300156715;"International Journal of Business Science and Applied Management";journal;"17530296";0,202;Q4;13;1;18;62;14;17;0,78;62,00;United Kingdom;Western Europe;"Brunel University";"2009-2019";"Business and International Management (Q3); Strategy and Management (Q3); Organizational Behavior and Human Resource Management (Q4)"
165;4700152235;"International Journal of Accounting, Auditing and Performance Evaluation";journal;"17408008, 17408016";0,198;Q4;13;12;50;844;25;50;0,44;70,33;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Accounting (Q4); Finance (Q4); Organizational Behavior and Human Resource Management (Q4)"
