Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
171;11700154321;"International Journal of Innovation Management";journal;"13639196";0,491;Q2;39;137;258;9250;509;248;2,08;67,52;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2008-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
172;21100874149;"Management (France)";journal;"12864692";0,490;Q2;21;41;86;1912;80;84;0,73;46,63;France;Western Europe;"DMSP Research Center, Paris-Dauphine University";"1998-2019";"Business, Management and Accounting (miscellaneous) (Q2); Strategy and Management (Q2)"
173;21100446531;"Journal of Entrepreneurship in Emerging Economies";journal;"20534604, 20534612";0,483;Q2;13;43;59;3834;156;57;2,59;89,16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2)"
174;23651;"System Dynamics Review";journal;"10991727, 08837066";0,483;Q2;55;20;51;764;104;47;1,88;38,20;United States;Northern America;"John Wiley and Sons Ltd";"1985-2020";"Management of Technology and Innovation (Q2); Social Sciences (miscellaneous) (Q2); Strategy and Management (Q2)"
175;19900192221;"Journal of Management Control";journal;"2191477X, 21914761";0,482;Q2;15;15;53;1228;108;43;2,90;81,87;Germany;Western Europe;"Physica-Verlag";"2011-2020";"Management Information Systems (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)"
176;21100278302;"Management Review Quarterly";journal;"21981639, 21981620";0,477;Q2;16;28;30;3100;99;27;4,42;110,71;Germany;Western Europe;"Springer Verlag";"2014-2020";"Business, Management and Accounting (miscellaneous) (Q2); Strategy and Management (Q2)"
177;12100154706;"Baltic Journal of Management";journal;"17465265";0,470;Q2;25;46;83;3119;208;81;2,67;67,80;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
178;5700169004;"Security Journal";journal;"17434645, 09551662";0,463;Q2;20;62;141;3435;201;137;1,40;55,40;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1995, 2009-2020";"Law (Q1); Safety Research (Q2); Strategy and Management (Q2)"
179;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";0,462;Q2;34;68;129;4817;329;127;2,43;70,84;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2020";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)"
180;22336;"Harvard Business Review";journal;"00178012";0,461;Q2;170;89;383;0;672;60;11,87;0,00;United States;Northern America;"Harvard Business School Publishing";"1974, 1978-1987, 1989-2019";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2); Medicine (miscellaneous) (Q2); Strategy and Management (Q2)"
181;11700154305;"Management and Organizational History";journal;"17449359, 17449367";0,458;Q2;21;23;65;1601;80;55;0,63;69,61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2019";"History (Q1); Business and International Management (Q2); Strategy and Management (Q2)"
182;17600155227;"Asian Business and Management";journal;"14724782, 14769328";0,457;Q2;18;49;48;4058;137;46;3,20;82,82;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2020";"Business and International Management (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
183;145664;"International Journal of Strategic Property Management";journal;"1648715X, 16489179";0,451;Q2;27;32;107;1718;219;105;2,06;53,69;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2004-2020";"Strategy and Management (Q2)"
184;16301;"Journal of Professional Issues in Engineering Education and Practice";journal;"10523928";0,449;Q2;37;32;142;1541;225;140;1,45;48,16;United States;Northern America;"American Society of Civil Engineers (ASCE)";"1982-2019";"Civil and Structural Engineering (Q2); Industrial Relations (Q2); Strategy and Management (Q2)"
185;21100374809;"Journal of Science and Technology Policy Management";journal;"20534639, 20534620";0,445;Q2;13;60;64;4170;210;55;3,97;69,50;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2020";"Industrial Relations (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)"
186;21100803316;"Valori e Valutazioni";journal;"20362404";0,445;Q2;8;24;56;744;120;49;2,70;31,00;Italy;Western Europe;"Societa Italiana di Estimo e Valutazione (SIEV)";"2016-2019";"Law (Q1); Decision Sciences (miscellaneous) (Q2); Finance (Q2); Strategy and Management (Q2)"
187;30019;"Journal of Organizational Behavior Management";journal;"01608061, 15408604";0,444;Q2;30;18;64;357;78;38;1,96;19,83;United States;Northern America;"Routledge";"1977-1978, 1980-1985, 1987-1991, 1993-2020";"Management of Technology and Innovation (Q2); Strategy and Management (Q2); Applied Psychology (Q3)"
188;20670;"Journal of Organizational Change Management";journal;"09534814";0,441;Q2;66;74;241;4999;365;216;1,55;67,55;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1988-2020";"Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
189;20247;"Journal of Labor Research";journal;"01953613, 19364768";0,431;Q2;34;20;60;694;57;60;0,98;34,70;United States;Northern America;"Springer New York";"1980-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
190;21100794012;"Public Relations Inquiry";journal;"20461488, 2046147X";0,424;Q2;9;20;49;1376;52;41;1,04;68,80;United States;Northern America;"SAGE Publications Inc.";"2014-2020";"Linguistics and Language (Q1); Communication (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
191;19713;"Journal of High Technology Management Research";journal;"10478310";0,420;Q2;43;16;57;1082;141;57;2,70;67,63;United Kingdom;Western Europe;"Elsevier BV";"1990-2019";"Information Systems and Management (Q2); Management of Technology and Innovation (Q2); Marketing (Q2); Strategy and Management (Q2); Computer Science Applications (Q3)"
192;19171;"Journal of Quality in Maintenance Engineering";journal;"13552511";0,417;Q2;52;64;87;3017;173;86;1,79;47,14;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1995-2020";"Industrial and Manufacturing Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Strategy and Management (Q2)"
193;17700156775;"Corporate Reputation Review";journal;"13633589, 14791889";0,415;Q2;57;33;61;2520;81;57;1,20;76,36;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1997-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
194;21100806906;"Uncertain Supply Chain Management";journal;"22916822, 22916830";0,415;Q2;12;56;83;2744;234;83;2,31;49,00;Canada;Northern America;"Growing Science";"2013-2020";"Business and International Management (Q2); Management Information Systems (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3); Statistics, Probability and Uncertainty (Q3)"
195;18961;"European Journal of Industrial Relations";journal;"14617129, 09596801";0,411;Q2;41;45;85;1890;119;73;1,39;42,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2020";"Business, Management and Accounting (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
196;12763;"International Journal of Technology Management";journal;"17415276, 02675730";0,410;Q2;54;34;120;2394;190;117;1,47;70,41;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"1986-1989, 1996-2019";"Engineering (miscellaneous) (Q1); Industrial Relations (Q2); Law (Q2); Strategy and Management (Q2); Computer Science Applications (Q3)"
197;29447;"Review of Industrial Organization";journal;"0889938X, 15737160";0,406;Q2;54;81;158;2669;116;152;0,66;32,95;Netherlands;Western Europe;"Springer Netherlands";"1984-1986, 1988-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2); Economics and Econometrics (Q3)"
198;19700175176;"Academy of Strategic Management Journal";journal;"15441458, 19396104";0,402;Q2;16;174;342;4701;470;341;1,86;27,02;United States;Northern America;"Allied Business Academies";"2009-2019";"Business and International Management (Q2); Strategy and Management (Q2)"
199;21100857389;"Entrepreneurial Business and Economics Review";journal;"2353883X, 23538821";0,401;Q2;8;52;147;2857;213;136;1,48;54,94;Poland;Eastern Europe;"Cracow University of Economics";"2015-2019";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Strategy and Management (Q2)"
200;21100235612;"International Journal of Technology";journal;"20869614";0,401;Q2;12;168;501;3819;589;496;1,14;22,73;Indonesia;Asiatic Region;"Faculty of Engineering Universitas Indonesia";"2010-2020";"Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
