Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
104;4700152754;"Journal of Nonprofit and Public Sector Marketing";journal;"15406997, 10495142";0,331;Q3;27;47;63;3102;86;60;1,40;66,00;United States;Northern America;"Routledge";"1993-2020";"Marketing (Q3)"
105;21100836592;"International Journal of Technology Marketing";journal;"17418798, 1741878X";0,325;Q3;4;15;28;1074;41;25;1,64;71,60;Switzerland;Western Europe;"Inderscience Publishers";"2017-2020";"Computer Science Applications (Q3); Marketing (Q3)"
106;21385;"Canadian Journal of Administrative Sciences";journal;"19364490, 08250383";0,324;Q3;46;59;115;3909;148;103;1,27;66,25;United States;Northern America;"Wiley-Blackwell";"1984-1990, 1996-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Marketing (Q3); Public Administration (Q3)"
107;21300;"Health Marketing Quarterly";journal;"15450864, 07359683";0,324;Q3;25;24;65;949;43;65;0,59;39,54;United States;Northern America;"Routledge";"1983-2020";"Health Professions (miscellaneous) (Q3); Marketing (Q3)"
108;21100788210;"International Journal of Nonprofit and Voluntary Sector Marketing";journal;"1479103X, 14654520";0,319;Q3;9;37;69;2232;83;68;1,26;60,32;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2020";"Economics and Econometrics (Q3); Marketing (Q3); Strategy and Management (Q3)"
109;22844;"International Review of Retail, Distribution and Consumer Research";journal;"09593969, 14664402";0,313;Q3;37;44;90;2658;135;87;1,34;60,41;United Kingdom;Western Europe;"Routledge";"1990-2020";"Business and International Management (Q2); Economics and Econometrics (Q3); Marketing (Q3)"
110;7100153137;"Transformations in Business and Economics";journal;"16484460";0,300;Q3;18;94;272;4203;320;259;1,51;44,71;Lithuania;Eastern Europe;"Vilnius University Press";"2006-2019";"Business and International Management (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3); Marketing (Q3)"
111;21100855822;"Cogent Business and Management";journal;"23311975";0,295;Q3;11;139;308;8070;433;300;1,22;58,06;United Kingdom;Western Europe;"Cogent OA";"2014-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Accounting (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
112;21100262412;"Journal of Research in Marketing and Entrepreneurship";journal;"14715201";0,294;Q3;19;13;35;1044;53;34;1,50;80,31;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2007, 2009-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3)"
113;13691;"Journal of Vinyl and Additive Technology";journal;"15480585, 10835601";0,293;Q3;27;16;204;642;309;203;1,43;40,13;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1995, 2003-2020";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Marketing (Q3); Materials Chemistry (Q3); Polymers and Plastics (Q3)"
114;21100446515;"Sport, Business and Management: An International Journal";journal;"20426798, 2042678X";0,293;Q3;14;16;85;1063;112;81;1,14;66,44;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2020";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
115;18000156701;"International Journal of Pharmaceutical and Healthcare Marketing";journal;"17506123";0,292;Q3;19;34;81;2320;121;78;0,93;68,24;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2020";"Health Policy (Q3); Marketing (Q3)"
116;21100899438;"Communication Research and Practice";journal;"22063374";0,288;Q3;3;34;29;1556;24;23;1,04;45,76;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2020";"Communication (Q2); Political Science and International Relations (Q2); Computer Networks and Communications (Q3); Human-Computer Interaction (Q3); Marketing (Q3)"
117;21100278101;"International Conference on the European Energy Market, EEM";conference and proceedings;"21654077";0,283;-;15;183;603;3286;410;600;0,69;17,96;United States;Northern America;"";"21654077";"Energy Engineering and Power Technology; Fuel Technology; Marketing"
118;17500155141;"International Review on Public and Nonprofit Marketing";journal;"18651992, 18651984";0,279;Q3;13;11;76;781;98;74;1,21;71,00;Germany;Western Europe;"Springer Verlag";"2001, 2009-2020";"Economics and Econometrics (Q3); Marketing (Q3)"
119;17700156768;"Place Branding and Public Diplomacy";journal;"17518040, 17518059";0,279;Q3;24;46;88;2313;90;80;1,25;50,28;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Marketing (Q3); Strategy and Management (Q3)"
120;21100782865;"Real Estate Management and Valuation";journal;"23005289";0,275;Q3;7;40;105;1482;84;105;0,99;37,05;Germany;Western Europe;"De Gruyter Open Ltd.";"2014-2019";"Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Strategy and Management (Q3)"
121;21100403907;"Journal of Historical Research in Marketing";journal;"17557518, 1755750X";0,269;Q3;13;29;82;1754;40;78;0,54;60,48;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2009-2020";"Marketing (Q3)"
122;23201;"Food Science and Technology Research";journal;"13446606";0,261;Q3;39;84;328;2661;214;326;0,61;31,68;Switzerland;Western Europe;"Japanese Society for Food Science and Technology";"1999-2019";"Biotechnology (Q3); Chemical Engineering (miscellaneous) (Q3); Food Science (Q3); Industrial and Manufacturing Engineering (Q3); Marketing (Q3)"
123;21100229117;"Journal for Advancement of Marketing Education";journal;"15375137, 23263296";0,261;Q3;7;8;29;328;20;27;0,44;41,00;United States;Northern America;"";"2012-2019";"Education (Q3); Marketing (Q3)"
124;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";0,251;Q3;20;18;64;932;47;60;0,63;51,78;United States;Northern America;"Fitness Information Technology";"2008-2019";"Business and International Management (Q3); Finance (Q3); Marketing (Q3); Sports Science (Q4)"
125;22917;"Journal of Empirical Generalisations in Marketing Science";journal;"13264443";0,245;Q3;10;1;3;30;1;3;0,50;30,00;Australia;Pacific Region;"University of South Australia";"1996-2003, 2005-2007, 2009-2010, 2013-2014, 2016-2019";"Marketing (Q3)"
126;17700156753;"Journal of Financial Services Marketing";journal;"14791846, 13630539";0,244;Q3;17;8;72;450;69;64;0,98;56,25;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Finance (Q3); Marketing (Q3)"
127;17700156757;"Journal of Direct, Data and Digital Marketing Practice";journal;"17460166, 17460174";0,237;Q3;11;0;17;0;15;15;0,00;0,00;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2016";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)"
128;21100899296;"Innovative Marketing";journal;"18142427, 18166326";0,236;Q3;2;34;20;1369;24;20;1,20;40,26;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2018-2020";"Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)"
129;4700152803;"Journal of Business-to-Business Marketing";journal;"15470628, 1051712X";0,234;Q3;29;23;54;1467;57;53;0,69;63,78;United States;Northern America;"Routledge";"1992-2020";"Management Information Systems (Q3); Marketing (Q3)"
130;4700152756;"Journal of Relationship Marketing";journal;"15332675, 15332667";0,231;Q3;23;27;48;2202;54;48;0,94;81,56;United States;Northern America;"Routledge";"2002-2020";"Marketing (Q3)"
131;5700161163;"Organizacija";journal;"13185454";0,220;Q3;5;16;70;1006;84;68;1,33;62,88;Slovenia;Eastern Europe;"Fakulteta za Organizacijske Vede, Univerza v Mariboru";"2016-2019";"Business and International Management (Q3); Management Information Systems (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
132;21100855999;"Journal of Eastern European and Central Asian Research";journal;"23288280, 23288272";0,219;Q3;3;27;52;962;17;49;0,42;35,63;United States;Northern America;"Institute of Eastern Europe and Central Asia";"2014-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
133;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q3;13;35;148;1500;110;136;0,61;42,86;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
134;21100407655;"Banks and Bank Systems";journal;"19917074, 18167403";0,216;Q3;14;71;191;2448;112;191;0,67;34,48;Ukraine;Eastern Europe;"Business Perspectives";"2006-2020";"Finance (Q3); Law (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q4)"
135;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";0,212;Q3;21;23;57;1315;38;57;0,67;57,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Sports Science (Q4)"
136;21100241711;"Indian Journal of Marketing";journal;"09738703";0,209;Q3;8;49;144;2028;130;140;0,92;41,39;India;Asiatic Region;"Associated Management Consultants Private Limited";"2013-2020";"Marketing (Q3)"
137;21100904410;"South Asian Journal of Business Studies";journal;"2398628X, 23986298";0,208;Q3;5;32;40;2659;57;36;1,58;83,09;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2020";"Cultural Studies (Q2); Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Marketing (Q3); Strategy and Management (Q3)"
138;4800153107;"Advances in Business Marketing and Purchasing";book series;"10690964";0,205;Q3;8;8;12;471;7;11;1,17;58,88;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2002-2004, 2008-2016, 2018-2019";"Economics, Econometrics and Finance (miscellaneous) (Q3); Marketing (Q3)"
139;21100461321;"3rd IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2016";conference and proceedings;"-";0,204;-;9;0;157;0;135;155;0,00;0,00;United States;Northern America;"";"";"Energy Engineering and Power Technology; Marketing; Renewable Energy, Sustainability and the Environment; Strategy and Management"
140;19900191976;"DLSU Business and Economics Review";journal;"01167111";0,191;Q3;8;41;84;1398;36;80;0,31;34,10;Philippines ;Asiatic Region;"De la Salle University";"2008-2019";"Economics, Econometrics and Finance (miscellaneous) (Q3); Marketing (Q3); Accounting (Q4); Strategy and Management (Q4)"
141;21100822827;"Communication Today";journal;"1338130X";0,190;Q3;4;21;35;757;20;34;0,59;36,05;Slovakia;Eastern Europe;"University of SS. Cyril and Methodius, Faculty of Mass Media Communication";"2017-2019";"Communication (Q3); Marketing (Q3)"
142;21100858350;"Fashion, Style and Popular Culture";journal;"20500734, 20500726";0,187;Q3;2;24;48;1076;10;40;0,23;44,83;United Kingdom;Western Europe;"Intellect Ltd.";"2016-2020";"Cultural Studies (Q2); Marketing (Q3); Materials Science (miscellaneous) (Q3); Social Psychology (Q4); Strategy and Management (Q4)"
143;18300156727;"Journal of Internet Banking and Commerce (discontinued)";journal;"12045357";0,185;Q3;20;0;174;0;135;170;0,00;0,00;Canada;Northern America;"JIBC Publisher";"2009-2016";"Management of Technology and Innovation (Q3); Marketing (Q3); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Finance (Q4); Human-Computer Interaction (Q4)"
144;21100265630;"Review of Marketing Research";book series;"15486435, 19447035";0,176;Q4;15;0;31;0;19;18;1,27;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2018";"Marketing (Q4)"
145;6200180168;"International Journal of Electronic Marketing and Retailing";journal;"17411025, 17411033";0,175;Q4;10;22;60;1515;39;58;0,58;68,86;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2019";"Business and International Management (Q3); Management Information Systems (Q4); Marketing (Q4)"
146;21100820055;"Journal of Distribution Science";journal;"17383110, 20937717";0,166;Q4;5;105;303;4086;106;303;0,39;38,91;South Korea;Asiatic Region;"Korea Distribution Science Association (KODISA)";"2016-2020";"Business and International Management (Q4); Economics and Econometrics (Q4); Marketing (Q4)"
147;13891;"International Journal for Housing Science and Its Applications";journal;"01466518";0,165;Q4;9;0;37;0;18;36;0,55;0,00;United States;Northern America;"International Association for Housing Science";"1977-1990, 1993-2017";"Architecture (Q2); Building and Construction (Q4); Marketing (Q4); Mechanical Engineering (Q4)"
148;11600153630;"Innovar";journal;"01215051";0,163;Q4;10;56;135;2472;54;120;0,36;44,14;Colombia;Latin America;"Universidad Nacional de Colombia";"2008-2019";"Sociology and Political Science (Q3); Accounting (Q4); Marketing (Q4); Public Administration (Q4); Strategy and Management (Q4)"
149;21100857397;"International Journal of E-Services and Mobile Applications";journal;"1941627X, 19416288";0,163;Q4;4;20;34;1017;31;34;0,91;50,85;United States;Northern America;"IGI Global Publishing";"2017-2020";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Management Information Systems (Q4); Marketing (Q4); Strategy and Management (Q4)"
150;4000151815;"International Journal of Internet Marketing and Advertising";journal;"14775212, 17418100";0,157;Q4;18;21;48;1163;25;48;0,47;55,38;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2019";"Marketing (Q4)"
151;130090;"Journal of Electronic Commerce in Organizations";journal;"15392937";0,156;Q4;22;24;67;952;40;67;0,74;39,67;United States;Northern America;"IGI Publishing";"2005-2020";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Marketing (Q4); Strategy and Management (Q4)"
152;21100834347;"Journal of Marketing Analytics";journal;"20503318, 20503326";0,149;Q4;8;20;47;1204;41;35;1,22;60,20;Switzerland;Western Europe;"Springer International Publishing AG";"2013-2020";"Economics, Econometrics and Finance (miscellaneous) (Q3); Marketing (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)"
153;24991;"Review of Marketing Science";journal;"15465616";0,149;Q4;10;8;5;423;4;5;0,50;52,88;Germany;Western Europe;"Walter de Gruyter GmbH";"2004-2017, 2019-2020";"Marketing (Q4)"
154;19700175175;"Academy of Marketing Studies Journal (discontinued)";journal;"10956298, 15282678";0,148;Q4;13;0;66;0;33;66;0,00;0,00;United States;Northern America;"Allied Academies";"2008-2016";"Economics and Econometrics (Q4); Marketing (Q4)"
155;19900192544;"Trziste";journal;"03534790";0,140;Q4;5;0;42;0;27;36;0,63;0,00;Croatia;Eastern Europe;"University of Zagreb";"2011-2018";"Economics, Econometrics and Finance (miscellaneous) (Q4); Marketing (Q4)"
156;11600153426;"Advances in Consumer Research";journal;"00989258";0,139;Q4;23;0;50;0;10;50;0,00;0,00;United States;Northern America;"Sheridan Books";"1993-1994, 2006-2012, 2016";"Applied Psychology (Q4); Economics and Econometrics (Q4); Marketing (Q4)"
157;21100887416;"Marketing, Zeitschrift fur Forschung und Praxis";journal;"03441369";0,135;Q4;1;9;20;679;2;16;0,13;75,44;Germany;Western Europe;"C.H.BECK";"2018-2019";"Marketing (Q4); Social Psychology (Q4)"
158;21100773724;"EAI Endorsed Transactions on Energy Web";journal;"2032944X";0,131;Q4;4;36;98;788;52;97;0,60;21,89;Belgium;Western Europe;"European Alliance for Innovation";"2013-2020";"Control and Systems Engineering (Q4); Energy Engineering and Power Technology (Q4); Information Systems (Q4); Marketing (Q4); Renewable Energy, Sustainability and the Environment (Q4)"
159;19699;"International Journal of Services, Technology and Management";journal;"14606720, 1741525X";0,130;Q4;22;35;88;1063;32;85;0,38;30,37;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2000-2020";"Engineering (miscellaneous) (Q3); Computer Science Applications (Q4); E-learning (Q4); Marketing (Q4); Strategy and Management (Q4)"
160;21100893318;"Journal of Digital and Social Media Marketing";journal;"20500084, 20500076";0,130;Q4;1;21;39;660;5;35;0,14;31,43;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2020";"Communication (Q4); Marketing (Q4)"
161;17700156006;"WSEAS Transactions on Business and Economics";journal;"11099526";0,129;Q4;15;65;104;1877;32;104;0,31;28,88;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2009-2015, 2017-2020";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
162;56171;"Paper Asia";trade journal;"02184540";0,126;Q4;4;201;385;3308;18;383;0,04;16,46;Malaysia;Asiatic Region;"SHPMedia Sdn Bhd";"1997-2014, 2016-2019";"Media Technology (Q3); Marketing (Q4); Materials Science (miscellaneous) (Q4)"
163;21100448240;"International Journal of Management and Business Research";journal;"22287019, 22287027";0,123;Q4;5;35;80;861;26;80;0,39;24,60;Iran;Middle East;"Islamic Azad University";"2015-2019";"Business and International Management (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
164;21100265102;"Research in Consumer Behavior";book series;"08852111";0,123;Q4;14;13;26;512;9;24;0,18;39,38;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007, 2010-2016, 2018-2019";"Business, Management and Accounting (miscellaneous) (Q4); Marketing (Q4)"
165;12210;"Laser Focus World";trade journal;"10438092";0,122;Q4;20;0;35;0;5;35;0,14;0,00;United States;Northern America;"Pennwell Corporation";"1994-2015, 2017";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Marketing (Q4)"
166;21100892891;"Applied Marketing Analytics";journal;"20547544, 20547552";0,120;Q4;1;35;18;535;3;16;0,19;15,29;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2020";"Marketing (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)"
167;21100894552;"Journal of Advertising Education";journal;"10980482, 25161873";0,115;Q4;1;19;16;309;5;8;0,63;16,26;United States;Northern America;"SAGE Publications Ltd";"2018-2019";"Communication (Q4); Education (Q4); Marketing (Q4)"
168;21100893575;"Asian Journal of Business Research";journal;"24634522";0,113;Q4;1;19;12;1390;2;12;0,17;73,16;New Zealand;Pacific Region;"";"2018-2019";"Business and International Management (Q4); Marketing (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4); Strategy and Management (Q4)"
169;21100896465;"International Journal of Customer Relationship Marketing and Management";journal;"19479247, 19479255";0,113;Q4;1;16;17;926;2;17;0,12;57,88;United States;Northern America;"IGI Global Publishing";"2018-2020";"Business and International Management (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Marketing (Q4)"
170;21100902638;"Contemporary Management Research";journal;"18135498";0,112;Q4;1;6;12;337;1;12;0,08;56,17;Taiwan;Asiatic Region;"Academy of Taiwan Information Systems Research";"2018-2020";"Economics and Econometrics (Q4); Management Information Systems (Q4); Management, Monitoring, Policy and Law (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Strategy and Management (Q4)"
171;21100773744;"International Journal of Marketing Semiotics";journal;"21952280";0,108;Q4;3;0;16;0;3;15;0,25;0,00;Germany;Western Europe;"University of Kassel";"2013-2018";"Language and Linguistics (Q3); Linguistics and Language (Q3); Communication (Q4); Marketing (Q4)"
172;5700165173;"Journal of Medical Marketing";journal;"17457912, 17457904";0,108;Q4;17;0;5;0;0;3;0,00;0,00;United States;Northern America;"SAGE Publications Inc.";"2000-2015, 2017-2018";"Marketing (Q4); Medicine (miscellaneous) (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4); Strategy and Management (Q4)"
173;22032;"Keramische Zeitschrift";journal;"00230561";0,105;Q4;8;52;111;0;2;77;0,00;0,00;Germany;Western Europe;"";"1968-2020";"Visual Arts and Performing Arts (Q3); Ceramics and Composites (Q4); Marketing (Q4)"
174;19821;"Wire Journal International";trade journal;"02774275";0,105;Q4;13;0;59;0;2;59;0,05;0,00;United States;Northern America;"Wire Association International Inc.";"1981-1989, 1995-2011, 2013-2017";"Industrial and Manufacturing Engineering (Q4); Marketing (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)"
175;21100905324;"Journal of Brand Strategy";journal;"2045855X, 20458568";0,104;Q4;1;29;27;408;1;24;0,04;14,07;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2020";"Communication (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Social Psychology (Q4); Strategy and Management (Q4)"
176;23713;"Marketing Research";journal;"10408460";0,104;Q4;19;0;9;0;1;7;0,00;0,00;United States;Northern America;"American Marketing Association";"1979, 1999-2016";"Business and International Management (Q4); Marketing (Q4)"
177;21100802984;"Proceedings of the 13th IASTED International Conference on Parallel and Distributed Computing and Networks, PDCN 2016";conference and proceedings;"-";0,104;-;0;0;7;0;0;6;0,00;0,00;Canada;Northern America;"";"";"Energy Engineering and Power Technology; Fuel Technology; Marketing"
178;21100888595;"Transnational Marketing Journal";journal;"20414684, 20414692";0,104;Q4;0;13;9;814;0;7;0,00;62,62;United Kingdom;Western Europe;"Transnational Press London Ltd.";"2018-2019";"Communication (Q4); Marketing (Q4); Sociology and Political Science (Q4)"
179;21100902624;"Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior";journal;"08998620";0,103;Q4;0;0;8;0;0;8;0,00;0,00;United States;Northern America;"University of Nevada";"2018";"Applied Psychology (Q4); Business and International Management (Q4); Marketing (Q4); Social Psychology (Q4)"
180;5000159102;"Seybold Report";trade journal;"15339211";0,103;Q4;1;10;9;0;0;9;0,00;0,00;United States;Northern America;"Seybold Publications";"2005, 2013, 2015-2020";"Media Technology (Q3); Marketing (Q4)"
181;15809;"Packaging Digest";trade journal;"00309117";0,101;Q4;3;0;26;0;0;26;0,00;0,00;United States;Northern America;"Reed Business Information (Cahners)";"1995-2002, 2006-2016";"Marketing (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4)"
182;5700165164;"Paper360";trade journal;"19333684";0,101;Q4;8;35;130;2;3;130;0,02;0,06;United States;Northern America;"Questex Media Group Inc.";"2006-2019";"Forestry (Q4); Marketing (Q4); Materials Science (miscellaneous) (Q4)"
183;21100372440;"Communication and Management";journal;"2271734X, 22697195";0,100;Q4;1;16;66;346;3;52;0,03;21,63;France;Western Europe;"Editions Eska";"2013-2019";"Business and International Management (Q4); Marketing (Q4)"
184;27878;"Flexo";trade journal;"10517324";0,100;Q4;3;0;279;0;3;279;0,02;0,00;United States;Northern America;"Flexographic Technical Association";"1996-2018";"Marketing (Q4); Media Technology (Q4)"
185;5000160402;"Packaging News";trade journal;"00482676";0,100;Q4;2;57;85;0;0;85;0,00;0,00;Australia;Pacific Region;"Yaffa Publishing Group";"2006-2019";"Marketing (Q4); Materials Science (miscellaneous) (Q4)"
186;13227;"Paint and Coatings Industry";journal;"08843848";0,100;Q4;7;0;250;0;1;55;0,03;0,00;United States;Northern America;"Business News Publishing Co.";"1996-2018";"Chemistry (miscellaneous) (Q4); Marketing (Q4); Surfaces, Coatings and Films (Q4)"
187;18770;"Petroleum Economist";trade journal;"0306395X";0,100;Q4;4;124;152;3;0;72;0,00;0,02;United Kingdom;Western Europe;"Petroleum Economist Ltd.";"1979-1983, 1985, 1999-2015, 2017-2020";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Marketing (Q4)"
188;28903;"Printing Impressions";trade journal;"0032860X";0,100;Q4;1;27;223;0;0;222;0,00;0,00;United States;Northern America;"North American Publishing Co.";"1998-2000, 2005-2019";"Marketing (Q4); Media Technology (Q4)"
189;4100151611;"Printwear";trade journal;"15227898, 08983313";0,100;Q4;1;0;479;0;0;479;0,00;0,00;United States;Northern America;"National Business Media, Inc.";"1990, 2001-2018";"Marketing (Q4); Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)"
190;25443;"Sales and Marketing Management";journal;"01637517";0,100;Q4;10;0;112;0;1;45;0,03;0,00;Netherlands;Western Europe;"VNU eMedia Inc.";"1996-2010, 2012-2018";"Business and International Management (Q4); Marketing (Q4)"
191;28951;"Screen Printing";trade journal;"00369594";0,100;Q4;2;17;77;0;0;77;0,00;0,00;United States;Northern America;"S T Publications";"1996, 1999-2020";"Marketing (Q4); Media Technology (Q4)"
192;21100920052;"International Journal of Business and Emerging Markets";journal;"17536227, 17536219";;-;1;19;0;1510;0;0;0,00;79,47;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2019";"Business and International Management; Economics and Econometrics; Marketing; Strategy and Management"
193;21100927900;"Journal of Food Distribution Research";journal;"26433354";;-;1;16;0;462;0;0;0,00;28,88;United States;Northern America;"Food Distribution Research Society";"2019-2020";"Agronomy and Crop Science; Economics and Econometrics; Food Science; Management Science and Operations Research; Marketing"
194;21100945715;"Journal of International Logistics and Trade";journal;"25087592, 17382122";;-;0;12;0;491;0;0;0,00;40,92;South Korea;Asiatic Region;"Jungseok Research Institute of International Logistics and Trade";"2019";"Economics and Econometrics; Management Information Systems; Management Science and Operations Research; Marketing; Transportation"
195;73240;"Journal of Vinyl Technology";journal;"01937197";;-;25;95;0;3389;0;0;0,00;35,67;United States;Northern America;"John Wiley and Sons Inc.";"1979-2002, 2019-2020";"Chemical Engineering (miscellaneous); Chemistry (miscellaneous); Marketing; Materials Chemistry; Polymers and Plastics"
